,Nbrpieces,Nbr_salle_deB,superficie,addresse
2623,5,3,300,"Almadies, Dakar, Sénégal"
2624,3,3,1,"Mamelles, Dakar, Sénégal"
2627,4,4,180,"Point E, Dakar, Sénégal"
2629,4,3,150,"Mamelles, Dakar, Sénégal"
2633,4,3,150,"Ouakam, Dakar, Sénégal"
2634,3,3,215,"Yoff, Dakar, Sénégal"
2642,2,2,150,"Mamelles, Dakar, Sénégal"
2643,3,3,137,"Fann, Dakar, Sénégal"
2644,1,1,14,"Saint Louis, Sénégal"
2646,3,3,12,"Sicap Liberté, Dakar, Sénégal"
2647,4,3,180,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2648,4,3,130,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2651,4,3,150,"Dakar, Sénégal"
2653,4,3,150,"Yoff, Dakar, Sénégal"
2654,4,4,150,"Almadies, Dakar, Sénégal"
2656,4,3,150,"Hann Bel-Air, Dakar, Sénégal"
2659,3,3,12,"Almadies, Dakar, Sénégal"
2660,4,2,70,"Yoff, Dakar, Sénégal"
2661,4,3,170,"Dakar Plateau, Dakar, Sénégal"
2662,7,3,100,"Yoff, Dakar, Sénégal"
2666,3,1,121,"Diamniadio, Sénégal"
2667,3,2,120,"Sicap Liberté, Dakar, Sénégal"
2675,4,4,12,"Ouakam, Dakar, Sénégal"
2682,3,1,50,"Damel, Dakar, Sénégal"
2683,3,3,120,"Yoff, Dakar, Sénégal"
2684,4,3,150,"Mamelles, Dakar, Sénégal"
2686,3,4,155,"Mamelles, Dakar, Sénégal"
2687,5,5,295,"Almadies, Dakar, Sénégal"
2688,2,1,50,"Dakar, Sénégal"
2689,4,2,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2692,3,4,160,"Almadies, Dakar, Sénégal"
2693,5,5,245,"Almadies, Dakar, Sénégal"
2694,4,4,12,"Ouakam, Dakar, Sénégal"
2695,3,3,95,"Diamniadio, Sénégal"
2696,3,4,150,"Almadies, Dakar, Sénégal"
2697,5,3,185,"Mamelles, Dakar, Sénégal"
2698,5,4,160,"Sipres, Dakar, Sénégal"
2699,3,3,12,"Almadies, Dakar, Sénégal"
2700,4,4,400,"Almadies, Dakar, Sénégal"
2701,2,2,130,"Ngor, Dakar, Sénégal"
2703,2,2,1,"Patte d'oie, Dakar, Sénégal"
2705,4,4,200,"Almadies, Dakar, Sénégal"
2706,7,5,400,"Almadies, Dakar, Sénégal"
2708,4,5,200,"Dakar Plateau, Dakar, Sénégal"
2709,4,4,250,"Fann, Dakar, Sénégal"
2710,3,2,120,"Damel, Dakar, Sénégal"
2713,4,1,150,"Keur Massar, Sénégal"
2715,4,3,100,"Ouakam, Dakar, Sénégal"
2719,5,4,500,"Almadies, Dakar, Sénégal"
2726,3,2,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2727,4,4,220,"Almadies, Dakar, Sénégal"
2729,4,2,175,"Mariste, Dakar, Sénégal"
2732,3,2,130,"Sicap Liberté, Dakar, Sénégal"
2733,2,2,60,"Mamelles, Dakar, Sénégal"
2734,3,2,130,"Sicap Liberté, Dakar, Sénégal"
2737,3,4,160,"Mamelles, Dakar, Sénégal"
2739,7,2,160,"Almadies, Dakar, Sénégal"
2749,3,2,80,"Mamelles, Dakar, Sénégal"
2750,4,3,140,"Sicap Liberté, Dakar, Sénégal"
2751,2,2,75,"Mariste, Dakar, Sénégal"
2753,3,2,90,"Sicap foire, Dakar, Sénégal"
2756,3,2,100,"HLM, Dakar, Sénégal"
2758,4,4,200,"Ouakam, Dakar, Sénégal"
2759,4,3,200,"Dakar Plateau, Dakar, Sénégal"
2761,4,5,150,"Point E, Dakar, Sénégal"
2762,2,1,90,"Point E, Dakar, Sénégal"
2763,4,4,225,"Fann, Dakar, Sénégal"
2765,4,3,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2766,3,2,1,"Sicap Liberté, Dakar, Sénégal"
2767,2,2,100,"Almadies, Dakar, Sénégal"
2768,3,3,100,"Mamelles, Dakar, Sénégal"
2769,2,1,54,"Almadies, Dakar, Sénégal"
2772,4,3,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2773,4,3,150,"Ouest Foire, Dakar, Sénégal"
2776,4,5,160,"Mamelles, Dakar, Sénégal"
2779,5,4,250,"Yoff, Dakar, Sénégal"
2784,4,3,150,"Mamelles, Dakar, Sénégal"
2785,4,5,190,"Mamelles, Dakar, Sénégal"
2786,4,5,190,"Almadies, Dakar, Sénégal"
2787,5,6,340,"Almadies, Dakar, Sénégal"
2788,3,3,12,"Almadies, Dakar, Sénégal"
2789,5,5,240,"Yoff, Dakar, Sénégal"
2790,3,3,142,"Sicap Liberté, Dakar, Sénégal"
2791,8,3,180,"Almadies, Dakar, Sénégal"
2799,3,3,150,"Ngor, Dakar, Sénégal"
2800,2,2,75,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2802,3,2,150,"Hann Bel-Air, Dakar, Sénégal"
2803,4,3,150,"Mamelles, Dakar, Sénégal"
2806,4,3,140,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2808,4,4,190,"Ouakam, Dakar, Sénégal"
2813,3,2,120,"Mariste, Dakar, Sénégal"
2818,3,2,80,"Dieuppeul-Derklé, Dakar, Sénégal"
2819,4,2,150,"Saint Louis, Sénégal"
2820,5,5,12,"Sacré-Coeur, Dakar, Sénégal"
2821,4,3,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2830,6,5,400,"Fann, Dakar, Sénégal"
2831,4,4,150,"Almadies, Dakar, Sénégal"
2832,3,3,150,"Dakar, Sénégal"
2833,3,2,150,"Sicap foire, Dakar, Sénégal"
2834,4,2,100,"Sicap foire, Dakar, Sénégal"
2835,4,3,150,"Almadies, Dakar, Sénégal"
2836,4,3,200,"Dakar, Sénégal"
2838,3,3,150,"Almadies, Dakar, Sénégal"
2839,3,3,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2840,4,3,200,"Ngor, Dakar, Sénégal"
2841,2,2,150,"Keur Massar, Sénégal"
2845,4,3,147,"Almadies, Dakar, Sénégal"
2847,2,2,80,"Mbao, Dakar, Sénégal"
2848,4,3,150,"Mbao, Dakar, Sénégal"
2852,2,1,80,"Sicap Liberté, Dakar, Sénégal"
2853,4,4,200,"Almadies, Dakar, Sénégal"
2854,4,3,180,"Almadies, Dakar, Sénégal"
2855,4,4,200,"Almadies, Dakar, Sénégal"
2856,3,3,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2857,4,4,144,"Point E, Dakar, Sénégal"
2858,5,5,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2861,3,2,110,"Sicap Liberté, Dakar, Sénégal"
2862,2,2,55,"Ouest Foire, Dakar, Sénégal"
2863,5,5,160,"Mamelles, Dakar, Sénégal"
2864,4,3,55,"Ouest Foire, Dakar, Sénégal"
2866,4,4,140,"Point E, Dakar, Sénégal"
2868,3,4,155,"Mamelles, Dakar, Sénégal"
2872,5,3,150,"Sacré-Coeur, Dakar, Sénégal"
2873,4,4,150,"Ngor, Dakar, Sénégal"
2876,2,2,1,"Fann-Point E-Amitié, Dakar, Sénégal"
2877,4,3,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2880,3,2,90,"Sicap Liberté, Dakar, Sénégal"
2881,5,9,150,"Rufisque, Sénégal"
2882,4,3,140,"Mamelles, Dakar, Sénégal"
2883,3,2,110,"Sicap Liberté, Dakar, Sénégal"
2886,2,2,132,"Ngor, Dakar, Sénégal"
2887,3,1,160,"Mbao, Dakar, Sénégal"
2888,4,4,12,"Fann, Dakar, Sénégal"
2889,3,2,110,"Sicap Liberté, Dakar, Sénégal"
2890,4,3,240,"Almadies, Dakar, Sénégal"
2891,4,5,212,"Point E, Dakar, Sénégal"
2892,4,4,130,"Sicap Liberté, Dakar, Sénégal"
2896,2,1,48,"Diamniadio, Sénégal"
2900,2,1,75,"Ouest Foire, Dakar, Sénégal"
2902,3,3,100,"Sicap foire, Dakar, Sénégal"
2903,4,4,160,"Dakar, Sénégal"
2906,3,2,120,"Sicap Liberté, Dakar, Sénégal"
2907,4,4,150,"Ngor, Dakar, Sénégal"
2909,4,4,150,"Ngor, Dakar, Sénégal"
2913,2,2,120,"Point E, Dakar, Sénégal"
2914,3,2,177,"Point E, Dakar, Sénégal"
2917,4,4,12,"Ngor, Dakar, Sénégal"
2918,4,4,12,"Dakar, Sénégal"
2920,4,3,140,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2922,5,5,300,"Almadies, Dakar, Sénégal"
2923,3,2,12,"Sicap Liberté, Dakar, Sénégal"
2924,4,3,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2926,3,2,120,"Fann, Dakar, Sénégal"
2927,4,3,140,"Ouakam, Dakar, Sénégal"
2928,3,2,90,"Mbao, Dakar, Sénégal"
2932,3,3,78,"Mamelles, Dakar, Sénégal"
2934,2,2,110,"Sicap foire, Dakar, Sénégal"
2936,4,5,240,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2937,12,6,125,"Sacré-Coeur, Dakar, Sénégal"
2938,4,4,260,"Almadies, Dakar, Sénégal"
2943,3,1,50,"HLM, Dakar, Sénégal"
2946,3,2,100,"Sicap Liberté, Dakar, Sénégal"
2947,4,4,150,"Ngor, Dakar, Sénégal"
2948,4,3,150,"Mamelles, Dakar, Sénégal"
2949,4,4,200,"Point E, Dakar, Sénégal"
2950,2,1,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2951,4,5,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2952,4,2,140,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2953,3,3,200,"Almadies, Dakar, Sénégal"
2954,3,4,250,"Almadies, Dakar, Sénégal"
2955,3,2,150,"Almadies, Dakar, Sénégal"
2956,3,3,1,"Yoff, Dakar, Sénégal"
2958,4,4,200,"Point E, Dakar, Sénégal"
2959,5,4,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2960,5,5,12,"Dakar Plateau, Dakar, Sénégal"
2962,4,4,300,"Fann, Dakar, Sénégal"
2964,4,3,144,"Sacré-Coeur, Dakar, Sénégal"
2967,4,3,210,"Almadies, Dakar, Sénégal"
2969,4,2,110,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2971,4,3,200,"Cambérène, Dakar, Sénégal"
2974,2,2,1,"Sicap Liberté, Dakar, Sénégal"
2975,2,2,1,"Yoff, Dakar, Sénégal"
2976,4,3,160,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2978,4,3,120,"Mariste, Dakar, Sénégal"
2984,3,2,68,"Dakar, Sénégal"
2985,3,1,150,"Ouest Foire, Dakar, Sénégal"
2986,3,2,120,"Mariste, Dakar, Sénégal"
2987,5,5,12,"Dakar Plateau, Dakar, Sénégal"
2989,3,2,150,"Dakar, Sénégal"
2992,4,2,200,"Mamelles, Dakar, Sénégal"
2993,3,2,105,"Keur Massar, Sénégal"
2994,4,5,200,"Almadies, Dakar, Sénégal"
2995,3,3,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2996,4,3,150,"Rufisque, Sénégal"
2997,4,4,300,"Fann, Dakar, Sénégal"
2998,3,2,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3000,4,3,300,"Almadies, Dakar, Sénégal"
3002,4,3,100,"Ouest Foire, Dakar, Sénégal"
3005,4,3,200,"Mbao, Dakar, Sénégal"
3006,2,1,100,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3007,3,2,180,"Sicap foire, Dakar, Sénégal"
3009,2,2,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3010,1,1,25,"Dakar, Sénégal"
3011,4,4,12,"Almadies, Dakar, Sénégal"
3013,4,4,140,"Sicap Liberté, Dakar, Sénégal"
3015,4,2,147,"Almadies, Dakar, Sénégal"
3016,2,1,75,"Almadies, Dakar, Sénégal"
3017,4,1,200,"Sipres, Dakar, Sénégal"
3023,3,3,75,"Ngor, Dakar, Sénégal"
3027,4,1,200,"Sipres, Dakar, Sénégal"
3028,3,2,150,"Mariste, Dakar, Sénégal"
3029,3,1,150,"Mariste, Dakar, Sénégal"
3030,4,4,12,"Dakar, Sénégal"
3031,5,5,12,"Dakar Plateau, Dakar, Sénégal"
3037,3,3,100,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3038,3,2,100,"HLM, Dakar, Sénégal"
3039,4,2,150,"Ouakam, Dakar, Sénégal"
3040,4,3,110,"Point E, Dakar, Sénégal"
3044,4,4,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3047,2,1,65,"Point E, Dakar, Sénégal"
3048,4,4,190,"Point E, Dakar, Sénégal"
3049,3,2,70,"Rufisque, Sénégal"
3050,4,3,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3051,4,3,150,"Sacré-Coeur, Dakar, Sénégal"
3052,4,2,135,"Ngor, Dakar, Sénégal"
3053,4,4,240,"Fann, Dakar, Sénégal"
3054,4,5,210,"Fann, Dakar, Sénégal"
3055,2,1,200,"Sipres, Dakar, Sénégal"
3056,4,4,12,"Almadies, Dakar, Sénégal"
3057,4,4,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3058,3,2,125,"Mamelles, Dakar, Sénégal"
3059,2,1,50,"Parcelle Assainies, Dakar, Sénégal"
3060,3,1,91,"Mariste, Dakar, Sénégal"
3062,2,2,120,"Sicap Liberté, Dakar, Sénégal"
3065,2,2,150,"Rufisque, Sénégal"
3066,4,4,1600,"Sicap foire, Dakar, Sénégal"
3067,5,5,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3068,4,2,12,"Almadies, Dakar, Sénégal"
3069,4,4,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3070,5,5,12,"Dakar Plateau, Dakar, Sénégal"
3073,4,3,150,"Dakar, Sénégal"
3075,3,3,220,"Almadies, Dakar, Sénégal"
3078,3,3,172,"Almadies, Dakar, Sénégal"
3079,3,2,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3080,2,1,50,"Sacré-Coeur, Dakar, Sénégal"
3083,3,3,100,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3084,4,3,180,"Yoff, Dakar, Sénégal"
3087,3,3,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3088,5,5,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3089,4,4,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3091,3,3,80,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3092,5,5,240,"Yoff, Dakar, Sénégal"
3094,2,2,60,"Point E, Dakar, Sénégal"
3095,5,5,340,"Almadies, Dakar, Sénégal"
3099,3,4,200,"Point E, Dakar, Sénégal"
3102,4,3,150,"Dakar, Sénégal"
3104,2,3,150,"Dakar, Sénégal"
3105,4,4,150,"Ngor, Dakar, Sénégal"
3107,4,4,140,"Ngor, Dakar, Sénégal"
3110,3,1,50,"Ngor, Dakar, Sénégal"
3111,3,1,60,"Ngor, Dakar, Sénégal"
3112,4,4,12,"Almadies, Dakar, Sénégal"
3113,5,4,12,"Almadies, Dakar, Sénégal"
3114,5,5,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3115,4,5,175,"Point E, Dakar, Sénégal"
3116,4,4,200,"Yoff, Dakar, Sénégal"
3117,5,5,12,"Almadies, Dakar, Sénégal"
3118,4,4,12,"Almadies, Dakar, Sénégal"
3119,4,4,12,"Almadies, Dakar, Sénégal"
3120,4,3,160,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3121,8,4,240,"Almadies, Dakar, Sénégal"
3131,3,2,90,"Mbao, Dakar, Sénégal"
3132,3,2,110,"Sicap Liberté, Dakar, Sénégal"
3133,3,2,1,"Fann-Point E-Amitié, Dakar, Sénégal"
3139,4,4,190,"Mamelles, Dakar, Sénégal"
3144,5,5,300,"Dakar Plateau, Dakar, Sénégal"
3145,2,3,200,"Sacré-Coeur, Dakar, Sénégal"
3146,5,5,220,"Almadies, Dakar, Sénégal"
3147,5,5,12,"Almadies, Dakar, Sénégal"
3148,4,4,12,"Almadies, Dakar, Sénégal"
3149,4,4,12,"Ngor, Dakar, Sénégal"
3150,5,5,12,"Dakar Plateau, Dakar, Sénégal"
3158,3,3,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3159,4,4,12,"Ngor, Dakar, Sénégal"
3160,4,4,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3161,2,1,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3162,5,3,250,"Almadies, Dakar, Sénégal"
3164,4,4,170,"Mamelles, Dakar, Sénégal"
3165,2,2,150,"Dakar, Sénégal"
3168,4,5,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3169,5,6,300,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3170,4,5,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3171,4,3,150,"Ouakam, Dakar, Sénégal"
3172,3,2,1,"Guediawaye, Dakar, Sénégal"
3173,4,4,239,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3176,4,2,110,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3177,5,4,259,"Mamelles, Dakar, Sénégal"
3178,4,2,150,"Ouakam, Dakar, Sénégal"
3179,3,3,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3180,5,5,12,"Almadies, Dakar, Sénégal"
3185,4,4,12,"Almadies, Dakar, Sénégal"
3186,4,4,12,"Almadies, Dakar, Sénégal"
3187,3,3,12,"Almadies, Dakar, Sénégal"
3188,3,3,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3190,3,2,100,"Yoff, Dakar, Sénégal"
3191,3,3,170,"Mamelles, Dakar, Sénégal"
3193,2,2,1,"Sacré-Coeur, Dakar, Sénégal"
3195,3,3,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3196,3,2,125,"Dakar Plateau, Dakar, Sénégal"
3197,2,1,55,"Saly, Sénégal"
3198,1,1,33,"Saly, Sénégal"
3199,2,1,80,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3200,5,5,175,"Sicap foire, Dakar, Sénégal"
3205,3,2,120,"Sicap Liberté, Dakar, Sénégal"
3206,4,4,325,"Almadies, Dakar, Sénégal"
3207,4,4,200,"Ngor, Dakar, Sénégal"
3208,4,1,100,"Mamelles, Dakar, Sénégal"
3209,3,2,120,"Ngor, Dakar, Sénégal"
3210,5,4,280,"Sacré-Coeur, Dakar, Sénégal"
3213,4,4,140,"Sipres, Dakar, Sénégal"
3214,3,2,90,"Keur Massar, Sénégal"
3215,4,5,220,"Mamelles, Dakar, Sénégal"
3217,4,4,12,"Ngor, Dakar, Sénégal"
3218,3,3,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3219,4,4,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3220,4,4,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3221,4,4,150,"Mariste, Dakar, Sénégal"
3222,2,2,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3223,4,4,150,"Mamelles, Dakar, Sénégal"
3224,5,5,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3229,2,2,75,"Almadies, Dakar, Sénégal"
3230,5,5,180,"Ngor, Dakar, Sénégal"
3232,4,2,150,"Keur Massar, Sénégal"
3234,4,5,180,"Sicap Liberté, Dakar, Sénégal"
3235,4,4,12,"Almadies, Dakar, Sénégal"
3237,4,3,12,"Mariste, Dakar, Sénégal"
3238,5,6,280,"Point E, Dakar, Sénégal"
3239,4,3,247,"Dakar Plateau, Dakar, Sénégal"
3245,3,3,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3248,2,2,150,"Rufisque, Sénégal"
3249,3,2,140,"Sicap Liberté, Dakar, Sénégal"
3250,4,3,100,"Sacré-Coeur, Dakar, Sénégal"
3252,3,4,120,"Ouakam, Dakar, Sénégal"
3253,3,1,80,"Sicap foire, Dakar, Sénégal"
3257,3,1,80,"Almadies 2, Dakar, Sénégal"
3259,4,5,200,"Dakar, Sénégal"
3260,2,2,150,"Sicap Liberté, Dakar, Sénégal"
3261,4,3,154,"Dakar Plateau, Dakar, Sénégal"
3262,4,3,144,"Dakar Plateau, Dakar, Sénégal"
3265,4,4,300,"Yoff, Dakar, Sénégal"
3266,4,3,175,"Point E, Dakar, Sénégal"
3268,3,4,200,"Sicap Liberté, Dakar, Sénégal"
3269,4,2,150,"Mamelles, Dakar, Sénégal"
3272,4,4,12,"Dakar Plateau, Dakar, Sénégal"
3273,4,4,12,"Almadies, Dakar, Sénégal"
3274,3,2,75,"Guediawaye, Dakar, Sénégal"
3275,4,3,180,"Mariste, Dakar, Sénégal"
3276,3,3,150,"Fass, Dakar, Sénégal"
3280,4,2,150,"Hann Bel-Air, Dakar, Sénégal"
3281,3,2,8,"Mamelles, Dakar, Sénégal"
3282,3,3,8,"Mamelles, Dakar, Sénégal"
3284,3,2,70,"Dakar, Sénégal"
3287,2,3,150,"Almadies, Dakar, Sénégal"
3288,1,1,75,"Yoff, Dakar, Sénégal"
3289,4,4,200,"Mariste, Dakar, Sénégal"
3290,4,4,150,"Mariste, Dakar, Sénégal"
3291,3,3,300,"Dakar Plateau, Dakar, Sénégal"
3296,4,3,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3297,3,3,75,"Yoff, Dakar, Sénégal"
3298,4,3,120,"Yoff, Dakar, Sénégal"
3299,3,1,150,"Dakar Plateau, Dakar, Sénégal"
3300,9,3,165,"Ngor, Dakar, Sénégal"
3301,9,4,240,"Almadies, Dakar, Sénégal"
3302,4,4,190,"Ngor, Dakar, Sénégal"
3308,4,2,200,"Almadies, Dakar, Sénégal"
3309,4,3,150,"Ngor, Dakar, Sénégal"
3310,3,1,150,"Mariste, Dakar, Sénégal"
3312,2,1,47,"Sacré-Coeur, Dakar, Sénégal"
3313,4,4,210,"Almadies, Dakar, Sénégal"
3314,3,2,145,"Almadies, Dakar, Sénégal"
3315,3,2,130,"Sicap Liberté, Dakar, Sénégal"
3319,2,2,45,"Mamelles, Dakar, Sénégal"
3321,4,4,200,"Ouakam, Dakar, Sénégal"
3322,3,2,65,"Guediawaye, Dakar, Sénégal"
3326,4,4,192,"Point E, Dakar, Sénégal"
3331,4,3,170,"Dakar Plateau, Dakar, Sénégal"
3333,4,3,140,"Sicap Liberté, Dakar, Sénégal"
3339,4,3,160,"Almadies, Dakar, Sénégal"
3341,3,3,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3345,3,2,120,"Sicap foire, Dakar, Sénégal"
3346,4,4,144,"Point E, Dakar, Sénégal"
3347,4,3,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3348,3,3,100,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3349,4,3,169,"Sacré-Coeur, Dakar, Sénégal"
3350,2,1,1,"Yoff, Dakar, Sénégal"
3351,4,2,300,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3353,3,2,140,"Sicap foire, Dakar, Sénégal"
3356,3,3,110,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3357,4,3,179,"Dakar, Sénégal"
3358,3,3,150,"Mamelles, Dakar, Sénégal"
3362,3,2,150,"Keur Massar, Sénégal"
3366,5,5,450,"Almadies, Dakar, Sénégal"
3367,4,4,250,"Almadies, Dakar, Sénégal"
3368,4,4,12,"Mamelles, Dakar, Sénégal"
3369,4,2,114,"Dakar Plateau, Dakar, Sénégal"
3370,4,2,140,"Mariste, Dakar, Sénégal"
3371,4,4,200,"Dakar, Sénégal"
3373,4,3,160,"Mamelles, Dakar, Sénégal"
3376,4,3,12,"Mamelles, Dakar, Sénégal"
3377,2,2,150,"Sacré-Coeur, Dakar, Sénégal"
3378,3,4,135,"Fann, Dakar, Sénégal"
3380,4,3,200,"Yoff, Dakar, Sénégal"
3381,4,2,150,"Almadies, Dakar, Sénégal"
3387,3,3,110,"Ouakam, Dakar, Sénégal"
3389,2,2,69,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3391,3,3,100,"Sacré-Coeur, Dakar, Sénégal"
3392,5,5,210,"Yoff, Dakar, Sénégal"
3393,5,5,320,"Dakar Plateau, Dakar, Sénégal"
3394,4,4,12,"Dakar Plateau, Dakar, Sénégal"
3404,3,2,100,"HLM, Dakar, Sénégal"
3405,2,2,150,"Almadies, Dakar, Sénégal"
3406,4,3,250,"Dakar, Sénégal"
3407,4,4,190,"Ouakam, Dakar, Sénégal"
3414,4,4,175,"Mamelles, Dakar, Sénégal"
3417,4,4,200,"Almadies, Dakar, Sénégal"
3418,4,3,200,"Sacré-Coeur, Dakar, Sénégal"
3419,4,2,150,"Sacré-Coeur, Dakar, Sénégal"
3420,3,3,150,"Dakar, Sénégal"
3422,4,3,150,"Sacré-Coeur, Dakar, Sénégal"
3424,4,3,150,"Mamelles, Dakar, Sénégal"
3426,4,4,137,"Point E, Dakar, Sénégal"
3429,5,2,253,"Point E, Dakar, Sénégal"
3433,1,1,55,"Sicap Liberté, Dakar, Sénégal"
3434,3,2,110,"Sicap Liberté, Dakar, Sénégal"
3435,4,2,70,"Ouakam, Dakar, Sénégal"
3436,3,4,130,"Point E, Dakar, Sénégal"
3440,4,4,166,"Point E, Dakar, Sénégal"
3441,4,2,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3444,1,1,60,"Diamalaye 1, Dakar, Sénégal"
3445,3,2,70,"Diamalaye 1, Dakar, Sénégal"
3447,2,2,55,"Mariste, Dakar, Sénégal"
3448,3,2,1,"Ouest Foire, Dakar, Sénégal"
3449,3,3,180,"Ngor, Dakar, Sénégal"
3453,4,2,180,"Almadies, Dakar, Sénégal"
3454,2,2,150,"Sacré-Coeur, Dakar, Sénégal"
3457,5,4,250,"Almadies, Dakar, Sénégal"
3458,4,3,205,"Almadies, Dakar, Sénégal"
3459,3,2,100,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3460,2,2,1,"Yoff, Dakar, Sénégal"
3462,4,4,150,"Ngor, Dakar, Sénégal"
3466,2,1,12,"Sicap Liberté, Dakar, Sénégal"
3469,2,1,1,"Sicap Liberté, Dakar, Sénégal"
3470,3,2,100,"Yoff, Dakar, Sénégal"
3471,9,4,300,"Almadies, Dakar, Sénégal"
3472,4,2,135,"Mamelles, Dakar, Sénégal"
3477,4,4,150,"Sicap foire, Dakar, Sénégal"
3479,2,1,2,"Ouakam, Dakar, Sénégal"
3482,4,5,150,"Ouest Foire, Dakar, Sénégal"
3483,4,2,150,"Mbao, Dakar, Sénégal"
3485,2,1,55,"Ouakam, Dakar, Sénégal"
3487,4,3,130,"Yoff, Dakar, Sénégal"
3488,4,2,90,"Dakar, Sénégal"
3489,4,4,12,"Dakar Plateau, Dakar, Sénégal"
3494,1,1,60,"Sicap foire, Dakar, Sénégal"
3495,3,3,150,"Rufisque, Sénégal"
3496,3,3,100,"Point E, Dakar, Sénégal"
3500,3,2,100,"Mamelles, Dakar, Sénégal"
3501,2,1,90,"Yoff, Dakar, Sénégal"
3502,4,4,200,"Almadies, Dakar, Sénégal"
3503,4,4,160,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3505,2,2,90,"Mariste, Dakar, Sénégal"
3508,3,3,100,"Mariste, Dakar, Sénégal"
3510,4,2,148,"Sicap Liberté, Dakar, Sénégal"
3511,3,2,110,"Sicap Liberté, Dakar, Sénégal"
3512,6,6,325,"Dakar Plateau, Dakar, Sénégal"
3513,3,2,80,"Dakar, Sénégal"
3514,3,3,140,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3515,2,2,62,"Point E, Dakar, Sénégal"
3516,4,4,150,"Almadies, Dakar, Sénégal"
3517,4,3,150,"Mariste, Dakar, Sénégal"
3518,4,3,100,"Mermoz-Sacré Coeur, Dakar, Sénégal"
