web-scraper-order,web-scraper-start-url,articlelinks,articlelinks-href,superficie,prix,addresse,image_lien,image_lien-href
"1707661047-872","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain commercial 2000 m² avec TF - route aéroport Léopold...","https://sn.coinafrique.com/annonce/terrains/terrain-commercial-2000-m-avec-tf-route-aeroport-leopold-sedar-senghor-lss-yoff-dakar-3869592","2000 m2","1 500 000 000 CFA","Dakar, Sénégal","",""
"1707661051-873","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 150m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrain-150m-lac-rose-3878203","150 m2","3 500 000 CFA","Rufisque, Sénégal","",""
"1707661054-874","https://sn.coinafrique.com/categorie/terrains?page=40","Terrains 200 m2 - Yoff","https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-yoff-3878244","200","110 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707661057-875","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 200 m² - cité Batrain","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-cite-batrain-3836596","200","100 000 000 CFA","Ouakam, Dakar, Sénégal","",""
"1707661060-876","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 200ha pôle Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-200ha-pole-diamniadio-3878676","2000000 m2","25 000 CFA","Dakar, Sénégal","",""
"1707661063-877","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 400m² TF  à Sacré cœur 2","https://sn.coinafrique.com/annonce/terrains/terrain-400m-tf-a-sacre-cur-2-3836903","400","250 000 000 CFA","Sacré-Coeur, Dakar, Sénégal","",""
"1707661066-878","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 325ha - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-325ha-bambilor-3878943","325000000 m2","18 000 CFA","Dakar, Sénégal","",""
"1707661070-879","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 200 m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-mbour-3837081","200","1 500 000 CFA","Mbour, Sénégal","",""
"1707661074-880","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 500 m² - Nguekhokh","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-nguekhokh-3837112","500","5 000 000 CFA","Mbour, Sénégal","",""
"1707661077-881","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 225 m² - Sindia","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-sindia-3854557","225","2 500 000 CFA","Mbour, Sénégal","",""
"1707661082-882","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 300 m² - Sindia","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-3854546","300","6 500 000 CFA","Mbour, Sénégal","",""
"1707661086-883","https://sn.coinafrique.com/categorie/terrains?page=40","Terrains 260 m2 - Hangar Pèlerinage","https://sn.coinafrique.com/annonce/terrains/terrains-260-m2-hangar-pelerinage-3832594","260","105 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707661090-884","https://sn.coinafrique.com/categorie/terrains?page=40","Terrains 200 m²  - Recasement Aeroport","https://sn.coinafrique.com/annonce/terrains/terrains-200-m-recasement-aeroport-3832597","200","85 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707661094-885","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 300 m² - Saly-Gandigal","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-saly-gandigal-3880070","300","6 200 000 CFA","Saly, Sénégal","",""
"1707661098-886","https://sn.coinafrique.com/categorie/terrains?page=40","Terrains 150 m2 - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-bambilor-3880161","150 m2","7 500 000 CFA","Dakar, Sénégal","",""
"1707661102-887","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 300 m² - cité Alioune Sow Dall Diam Guédiawaye","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-cite-alioune-sow-dall-diam-guediawaye-3838545","300 m2","85 000 000 CFA","Guediawaye, Dakar, Sénégal","",""
"1707661106-888","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 200 m² - Ngor Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-ngor-almadies-3838645","200","80 000 000 CFA","Ngor, Dakar, Sénégal","",""
"1707661112-889","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 400 m² - Saly","https://sn.coinafrique.com/annonce/terrains/terrain-400-m-saly-3880418","400","120 000 000 CFA","Saly, Sénégal","",""
"1707661116-890","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 150 m² - Ouest Foire","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-ouest-foire-3838921","150","60 000 000 CFA","Ouest Foire, Dakar, Sénégal","",""
"1707661122-891","https://sn.coinafrique.com/categorie/terrains?page=40","Terrains - Sénégal","https://sn.coinafrique.com/annonce/terrains/terrains-senegal-3880555","150 m2","Prix sur demande","Dakar, Sénégal","",""
"1707661126-892","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 2000 m² - Guédiawaye VDN3","https://sn.coinafrique.com/annonce/terrains/terrain-2000-m-guediawaye-vdn3-3838954","2000 m2","290 000 000 CFA","Guediawaye, Dakar, Sénégal","",""
"1707661130-893","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 1400 m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-1400-m-almadies-3838959","1400","1 500 000 CFA","Almadies, Dakar, Sénégal","",""
"1707661134-894","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 1000 m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-1000-m-almadies-3838956","1000","1 700 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707661139-895","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 1000 m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-1000-m-almadies-3838955","1000","1 100 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707661141-896","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 5000 m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-5000-m-almadies-3838950","5000","1 200 000 CFA","Almadies, Dakar, Sénégal","",""
"1707661145-897","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain - Guéréo","https://sn.coinafrique.com/annonce/terrains/terrain-guereo-3880940","300 m2","5 500 000 CFA","Mbour, Sénégal","",""
"1707661148-898","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 190 m² - Malika","https://sn.coinafrique.com/annonce/terrains/terrain-190-m-malika-3869193","150 m2","25 000 000 CFA","Dakar, Sénégal","",""
"1707661150-899","https://sn.coinafrique.com/categorie/terrains?page=40","Terrains 225m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-225m-mbao-3881921","225","18 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707661153-900","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain TF 345 m² - Gueule Tapée","https://sn.coinafrique.com/annonce/terrains/terrain-tf-345-m-gueule-tapee-3854122","345 m2","200 000 000 CFA","Medina, Dakar, Sénégal","",""
"1707661156-901","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 200 m² - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-ndiass-3840899","200","Prix sur demande","Ndiass, Sénégal","",""
"1707661159-902","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain - Hersent","https://sn.coinafrique.com/annonce/terrains/terrain-hersent-3882434","300 m2","12 000 000 CFA","Thies, Sénégal","",""
"1707661163-903","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain avec titre foncier 150 m² - Zac Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-avec-titre-foncier-150-m-zac-mbao-3841106","150","17 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707661166-904","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 226 m² avec titre foncier - Zac de Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-226-m-avec-titre-foncier-zac-de-mbao-3841119","226","45 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707661170-905","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 187 m² - Zac Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-187-m-zac-mbao-3841114","187","26 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707661174-906","https://sn.coinafrique.com/categorie/terrains?page=40","Recherche terrain 1000 m2 - Dakar","https://sn.coinafrique.com/annonce/terrains/recherche-terrain-1000-m2-dakar-3840560","1000","Prix sur demande","Dakar, Sénégal","",""
"1707661178-907","https://sn.coinafrique.com/categorie/terrains?page=40","Terrains 150m² - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-3882839","150","10 000 000 CFA","Rufisque, Sénégal","",""
"1707661181-908","https://sn.coinafrique.com/categorie/terrains?page=40","Terrains 150m² - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-3882848","150","10 000 000 CFA","Rufisque, Sénégal","",""
"1707661185-909","https://sn.coinafrique.com/categorie/terrains?page=40","Terrains 4000m² - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrains-4000m-diamniadio-3882987","4000","Prix sur demande","Diamniadio, Sénégal","",""
"1707661189-910","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 300 m2 - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-mbour-3883552","300","4 000 000 CFA","Mbour, Sénégal","",""
"1707661193-911","https://sn.coinafrique.com/categorie/terrains?page=40","Vente villa à démolir - Dakar Plateau","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-dakar-plateau-3883733","296","1 000 000 CFA","Dakar Plateau, Dakar, Sénégal","",""
"1707661198-912","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 4 pièces - Dakar","https://sn.coinafrique.com/annonce/terrains/terrain-4-pieces-dakar-3841337","","Prix sur demande","Dakar, Sénégal","",""
"1707661203-913","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-diamniadio-3884085","150 m2","5 500 000 CFA","Dakar, Sénégal","",""
"1707661208-914","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 200 m² - Diass","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-diass-3843808","200","4 000 000 CFA","Ndiass, Sénégal","",""
"1707661213-915","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain TF - Ndiakhirate","https://sn.coinafrique.com/annonce/terrains/terrain-tf-ndiakhirate-3844177","150","10 000 000 CFA","Keur Massar, Sénégal","",""
"1707661218-916","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 150 m² - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-keur-massar-3885270","150","9 000 000 CFA","Keur Massar, Sénégal","",""
"1707661225-917","https://sn.coinafrique.com/categorie/terrains?page=40","Terrains - Sindia","https://sn.coinafrique.com/annonce/terrains/terrains-sindia-3885486","200 m2","2 500 000 CFA","Dakar, Sénégal","",""
"1707661228-918","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 2650m² avec nicad à Saly center","https://sn.coinafrique.com/annonce/terrains/terrain-2650m-avec-nicad-a-saly-center-3845668","2650","150 000 000 CFA","Mbour, Sénégal","",""
"1707661230-919","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 5000 m² - Saly","https://sn.coinafrique.com/annonce/terrains/terrain-5000-m-saly-3845811","5000","300 000 000 CFA","Saly, Sénégal","",""
"1707661234-920","https://sn.coinafrique.com/categorie/terrains?page=40","Terrains - Tiv peul","https://sn.coinafrique.com/annonce/terrains/terrains-tiv-peul-3886658","150 m2","7 000 000 CFA","Dakar, Sénégal","",""
"1707661237-921","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 3000 m² à Kirène","https://sn.coinafrique.com/annonce/terrains/terrain-3000-m-a-kirene-3846669","3000 m2","7 000 CFA","Ndiass, Sénégal","",""
"1707661240-922","https://sn.coinafrique.com/categorie/terrains?page=40","Terrains 150ù²  - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150u-rufisque-3887801","150","6 500 000 CFA","Rufisque, Sénégal","",""
"1707661245-923","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 300 m² - Ouest-Foire","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-ouest-foire-3844827","","150 000 000 CFA","Ouest Foire, Dakar, Sénégal","",""
"1707661248-924","https://sn.coinafrique.com/categorie/terrains?page=40","Terrain 150 m² - Parcelles Assainies","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-parcelles-assainies-3844822","","55 000 000 CFA","Parcelle Assainies, Dakar, Sénégal","",""
"1707661270-925","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain 150 m2 - Yenn","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-yenn-3888522","150 m2","4 000 000 CFA","Yenne Tode, Sénégal","",""
"1707661296-926","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain 30ha - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-30ha-diamniadio-3844847","","10 000 CFA","Diamniadio, Sénégal","",""
"1707661304-927","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain 1ha - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-1ha-diamniadio-3844835","","350 000 000 CFA","Diamniadio, Sénégal","",""
"1707661308-928","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain 300 m² - Ouest-Foire","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-ouest-foire-3844840","","150 000 000 CFA","Ouest Foire, Dakar, Sénégal","",""
"1707661311-929","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain 6400 m² - Saly Center","https://sn.coinafrique.com/annonce/terrains/terrain-6400-m-saly-center-3848441","6400","265 000 000 CFA","Saly, Sénégal","",""
"1707661316-930","https://sn.coinafrique.com/categorie/terrains?page=39","Terrains - Croisement Niague","https://sn.coinafrique.com/annonce/terrains/terrains-croisement-niague-3852106","185 m2","6 000 000 CFA","Keur Massar, Sénégal","",""
"1707661320-931","https://sn.coinafrique.com/categorie/terrains?page=39","Terrains - Ndiakhirate","https://sn.coinafrique.com/annonce/terrains/terrains-ndiakhirate-3889927","150","12 500 000 CFA","Mbao, Dakar, Sénégal","",""
"1707661324-932","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain - école de football Deny Birane Ndao","https://sn.coinafrique.com/annonce/terrains/terrain-ecole-de-football-deny-birane-ndao-3849831","300 m2","3 500 000 CFA","Keur Massar, Sénégal","",""
"1707661329-933","https://sn.coinafrique.com/categorie/terrains?page=39","Terrains 300m²  - Thiès","https://sn.coinafrique.com/annonce/terrains/terrains-300m-thies-3890870","300","3 000 000 CFA","Thies, Sénégal","",""
"1707661335-934","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain -  Ziguinchor","https://sn.coinafrique.com/annonce/terrains/terrain-ziguinchor-3891002","","5 000 000 CFA","Ziguinchor, Sénégal","",""
"1707661339-935","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain 150 m² avec TF - Rufisque Keur Ndiaye Lo","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-avec-tf-rufisque-keur-ndiaye-lo-3852832","150","16 000 000 CFA","Rufisque, Sénégal","",""
"1707661344-936","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain 3565m² -  Yoff","https://sn.coinafrique.com/annonce/terrains/terrain-3565m-yoff-3891601","3565","600 000 CFA","Yoff, Dakar, Sénégal","",""
"1707661348-937","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain 155m² - Ouest Foire","https://sn.coinafrique.com/annonce/terrains/terrain-155m-ouest-foire-3891875","155 m2","75 000 000 CFA","Dakar, Sénégal","",""
"1707661355-938","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain 150m² - VDN3","https://sn.coinafrique.com/annonce/terrains/terrain-150m-vdn3-3892195","","Prix sur demande","Patte d'oie, Dakar, Sénégal","",""
"1707661358-939","https://sn.coinafrique.com/categorie/terrains?page=39","Terrains 400m²  - Mbour","https://sn.coinafrique.com/annonce/terrains/terrains-400m-mbour-3892542","400","11 000 000 CFA","Mbour, Sénégal","",""
"1707661362-940","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain 27000 m² - Thiès","https://sn.coinafrique.com/annonce/terrains/terrain-27000-m-thies-3851570","","25 000 CFA","Thies, Sénégal","",""
"1707661365-941","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain - Tivaoune ville","https://sn.coinafrique.com/annonce/terrains/terrain-tivaoune-ville-3892976","250 m2","1 500 000 CFA","Thies, Sénégal","",""
"1707661368-942","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain 150 m² - Mamelles","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-mamelles-3852091","150","85 000 000 CFA","Mamelles, Dakar, Sénégal","",""
"1707661371-943","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain 150 m2 - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-keur-massar-3893583","150 m2","9 500 000 CFA","Keur Massar, Sénégal","",""
"1707661375-944","https://sn.coinafrique.com/categorie/terrains?page=39","Terrain 150 m² - Zac Mbao cité Baobab","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-zac-mbao-cite-baobab-3853302","150 m2","23 000 000 CFA","Dakar, Sénégal","",""
