web-scraper-order,web-scraper-start-url,articlelinks,articlelinks-href,superficie,prix,addresse,image_lien,image_lien-href
"1707663673-1490","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 150m² - Zac mbao","https://sn.coinafrique.com/annonce/terrains/terrain-150m-zac-mbao-4014452","150 m2","16 000 000 CFA","Keur Massar, Sénégal","",""
"1707663676-1491","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain - Tivaoune Pheul","https://sn.coinafrique.com/annonce/terrains/terrain-tivaoune-pheul-4014725","200 m2","14 000 000 CFA","Niaga, Sénégal","",""
"1707663679-1492","https://sn.coinafrique.com/categorie/terrains?page=33","Vente villa à démolir - Liberté 2","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-liberte-2-4015640","277 m2","220 000 000 CFA","Dakar, Sénégal","",""
"1707663682-1493","https://sn.coinafrique.com/categorie/terrains?page=33","Terrains 180m2 - Landou","https://sn.coinafrique.com/annonce/terrains/terrains-180m2-landou-4015714","180 m2","800 000 CFA","Mbour, Sénégal","",""
"1707663684-1494","https://sn.coinafrique.com/categorie/terrains?page=33","Parcelle 400 m2 - Mermoz-batrain","https://sn.coinafrique.com/annonce/terrains/parcelle-400-m2-mermoz-batrain-3976707","400","250 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","",""
"1707663686-1495","https://sn.coinafrique.com/categorie/terrains?page=33","Terrains 504 m2  - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-504-m2-almadies-3976718","504","320 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707663692-1496","https://sn.coinafrique.com/categorie/terrains?page=33","Vente villa inachevée - Thiés Keur Massamba Gueye 2","https://sn.coinafrique.com/annonce/terrains/vente-villa-inachevee-thies-keur-massamba-gueye-2-4016035","4","10 000 000 CFA","Thies, Sénégal","",""
"1707663699-1497","https://sn.coinafrique.com/categorie/terrains?page=33","Terrains 225m2 - Thiès","https://sn.coinafrique.com/annonce/terrains/terrains-225m2-thies-4016201","225","350 000 CFA","Thies, Sénégal","",""
"1707663703-1498","https://sn.coinafrique.com/categorie/terrains?page=33","Terrains - Touba","https://sn.coinafrique.com/annonce/terrains/terrains-touba-4016236","450 m2","800 000 CFA","Touba, Sénégal","",""
"1707663707-1499","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 224m2 - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-224m2-almadies-4016442","224","65 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707663711-1500","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain - Zac Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-zac-mbao-4016767","150","16 000 000 CFA","Keur Massar, Sénégal","",""
"1707663715-1501","https://sn.coinafrique.com/categorie/terrains?page=33","Terrains 200m2 - Saint-Louis","https://sn.coinafrique.com/annonce/terrains/terrains-200m2-saint-louis-4017023","200","6 500 000 CFA","Saint Louis, Sénégal","",""
"1707663718-1502","https://sn.coinafrique.com/categorie/terrains?page=33","Terrains 150m2 - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrains-150m2-lac-rose-4017029","150","8 000 000 CFA","Lac rose, Sénégal","",""
"1707663722-1503","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 363 m2 - Avenue bourguiba - dieuppeul","https://sn.coinafrique.com/annonce/terrains/terrain-363-m2-avenue-bourguiba-dieuppeul-3977867","363","300 000 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","",""
"1707663728-1504","https://sn.coinafrique.com/categorie/terrains?page=33","Terrains 300m²  - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrains-300m-keur-massar-4017575","300","40 000 000 CFA","Keur Massar, Sénégal","",""
"1707663733-1505","https://sn.coinafrique.com/categorie/terrains?page=33","Terrains 200 m2 - Yoff","https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-yoff-3977921","200","85 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707663737-1506","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 400 m2 - Yoff","https://sn.coinafrique.com/annonce/terrains/terrain-400-m2-yoff-3977935","400","170 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707663742-1507","https://sn.coinafrique.com/categorie/terrains?page=33","Vente maison 272 m2 - Cité Keur gorgui  - mermoz-sacré cœur","https://sn.coinafrique.com/annonce/terrains/vente-maison-272-m2-cite-keur-gorgui-mermoz-sacre-cur-3978053","272","320 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","",""
"1707663747-1508","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 1156 m2 - Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-1156-m2-almadies-3978103","1156","1 156 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707663752-1509","https://sn.coinafrique.com/categorie/terrains?page=33","Terrains 150 m2 - Toubab Dialao","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-toubab-dialao-4018039","150","5 500 000 CFA","Toubab Dialao, Sénégal","",""
"1707663760-1510","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 150m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-150m-mbao-4018378","150","32 000 000 CFA","Mbao, Dakar, Sénégal","",""
"1707663765-1511","https://sn.coinafrique.com/categorie/terrains?page=33","Terrains 171 m2 - Yoff","https://sn.coinafrique.com/annonce/terrains/terrains-171-m2-yoff-4018427","171","90 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707663786-1512","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 2 ha - Mbour Gandial Ouest","https://sn.coinafrique.com/annonce/terrains/terrains-2-ha-mbour-gandial-ouest-4018566","20000","35 000 000 CFA","Parcelle Assainies, Dakar, Sénégal","",""
"1707663789-1513","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 10000  m2 - Ouakam","https://sn.coinafrique.com/annonce/terrains/terrains-10000-m2-ouakam-3974963","10000","1 000 000 CFA","Ouakam, Dakar, Sénégal","",""
"1707663791-1514","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 320 m2  - Mamelles","https://sn.coinafrique.com/annonce/terrains/terrains-320-m2-mamelles-3979336","320","240 000 000 CFA","Mamelles, Dakar, Sénégal","",""
"1707663796-1515","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 150m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrains-150m-lac-rose-4019163","150","3 500 000 CFA","Lac rose, Sénégal","",""
"1707663800-1516","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain avec TF 150 m² à Keur NDiaye Lo","https://sn.coinafrique.com/annonce/terrains/terrain-avec-tf-150-m-a-keur-ndiaye-lo-3980142","150 m2","13 500 000 CFA","Rufisque, Sénégal","",""
"1707663802-1517","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 171 m² aux Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-171-m-aux-almadies-3980147","171 m2","80 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707663807-1518","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 200 m² avec bail à Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-avec-bail-a-onomo-3980161","200 m2","85 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707663811-1519","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 150 m² avec bail à Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-avec-bail-a-onomo-3980158","150 m2","65 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707663815-1520","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain- Diass","https://sn.coinafrique.com/annonce/terrains/terrain-diass-4019822","225 m2","5 000 000 CFA","Mbour, Sénégal","",""
"1707663820-1521","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 175 m² à Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-175-m-a-onomo-3979990","175 m2","350 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707663824-1522","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 200 m² avec bail à Hangar Pélerin","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-avec-bail-a-hangar-pelerin-3979985","200 m2","95 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707663828-1523","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 209 m² bail à Onomo","https://sn.coinafrique.com/annonce/terrains/terrain-209-m-bail-a-onomo-3979996","209 m2","120 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707663832-1524","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 300 m² à Djily Mbaye","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-a-djily-mbaye-3979993","300 m2","250 000 000 CFA","Djily MBaye, Dakar, Sénégal","",""
"1707663837-1525","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 250 m² à Biagui","https://sn.coinafrique.com/annonce/terrains/terrain-250-m-a-biagui-3979998","250 m2","250 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707663841-1526","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 505m² avec titre foncier au Virage","https://sn.coinafrique.com/annonce/terrains/terrain-505m-avec-titre-foncier-au-virage-3980002","505 m2","500 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707663846-1527","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 300 m² à Biagui","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-a-biagui-3980001","300 m2","250 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707663850-1528","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 280 m² aux Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-280-m-aux-almadies-3980007","280 m2","240 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707663855-1529","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 10000 m2 - Ouakam","https://sn.coinafrique.com/annonce/terrains/terrains-10000-m2-ouakam-3976482","10000","1 000 000 CFA","Ouakam, Dakar, Sénégal","",""
"1707663864-1530","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain - Lac rose","https://sn.coinafrique.com/annonce/terrains/terrain-lac-rose-4020186","150 m2","Prix sur demande","Dakar, Sénégal","",""
"1707663867-1531","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains - Diass","https://sn.coinafrique.com/annonce/terrains/terrains-diass-4020713","300 m2","1 000 000 CFA","Ndiass, Sénégal","",""
"1707663870-1532","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 150 m2 -Keur Moussa","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-keur-moussa-4020769","150","1 500 000 CFA","Damel, Dakar, Sénégal","",""
"1707663875-1533","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 300m² - Keur massar","https://sn.coinafrique.com/annonce/terrains/terrain-300m-keur-massar-4021104","300 m2","22 000 000 CFA","Guediawaye, Dakar, Sénégal","",""
"1707663879-1534","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 150m²  - Colobane","https://sn.coinafrique.com/annonce/terrains/terrains-150m-colobane-4021226","150","Prix sur demande","Colobane, Dakar, Sénégal","",""
"1707663883-1535","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 210m² - Keur massar u18","https://sn.coinafrique.com/annonce/terrains/terrain-210m-keur-massar-u18-4021228","210 m2","23 000 000 CFA","Guediawaye, Dakar, Sénégal","",""
"1707663885-1536","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 338 m2 - Ouakam mamelles","https://sn.coinafrique.com/annonce/terrains/terrains-338-m2-ouakam-mamelles-3981774","338","175 000 000 CFA","Ouakam, Dakar, Sénégal","",""
"1707663890-1537","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 150m² - Thiaroye","https://sn.coinafrique.com/annonce/terrains/terrain-150m-thiaroye-4021393","150 m2","28 000 000 CFA","Grand Dakar, Dakar, Sénégal","",""
"1707663895-1538","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain  150M² - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-150m-bambilor-4021408","150 m2","5 000 000 CFA","Grand Dakar, Dakar, Sénégal","",""
"1707663899-1539","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 150 m² à Niakhirate","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-a-niakhirate-3979714","150 m2","12 500 000 CFA","Keur Massar, Sénégal","",""
"1707663905-1540","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 150 m2 - Mamelles","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-mamelles-3980780","150 m2","90 000 000 CFA","Mamelles, Dakar, Sénégal","",""
"1707663909-1541","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 150 m2 - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-lac-rose-3994371","150","2 999 990 CFA","Lac rose, Sénégal","",""
"1707663913-1542","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 300m² - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-300m-keur-massar-4022723","","30 000 000 CFA","Keur Massar, Sénégal","",""
"1707663916-1543","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 840 m2 - Dakar plateau","https://sn.coinafrique.com/annonce/terrains/terrains-840-m2-dakar-plateau-3989037","840","1 500 000 CFA","Dakar Plateau, Dakar, Sénégal","",""
"1707663920-1544","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains  400 m2 - Point E","https://sn.coinafrique.com/annonce/terrains/terrains-400-m2-point-e-3989045","","500 000 000 CFA","Point E, Dakar, Sénégal","",""
"1707663924-1545","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 300  m2 - Ngor almadi","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-ngor-almadi-3989095","300","300 000 000 CFA","Ngor, Dakar, Sénégal","",""
"1707663928-1546","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 150 m² à Rufisque","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-a-rufisque-3983677","150 m2","1 500 000 CFA","Rufisque, Sénégal","",""
"1707663932-1547","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 150 m² - Mamelles","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-mamelles-3982637","150 m2","90 000 000 CFA","Mamelles, Dakar, Sénégal","",""
"1707663937-1548","https://sn.coinafrique.com/categorie/terrains?page=32","Parcelle 500 m² - Cem Mapathé Diagne","https://sn.coinafrique.com/annonce/terrains/parcelle-500-m-cem-mapathe-diagne-4022953","500 m2","4 000 000 CFA","Sédhiou, Sénégal","",""
"1707663940-1549","https://sn.coinafrique.com/categorie/terrains?page=32","Vente villa inachevée 4 pièces    - Rufisque","https://sn.coinafrique.com/annonce/terrains/vente-villa-inachevee-4-pieces-rufisque-4023167","150","25 000 000 CFA","Rufisque, Sénégal","",""
"1707663945-1550","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 225 m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-almadies-2-3994819","225","40 000 000 CFA","Almadies 2, Dakar, Sénégal","",""
"1707663950-1551","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain  - Louga","https://sn.coinafrique.com/annonce/terrains/terrain-louga-4023694","600 m2","2 900 000 CFA","Louga, Sénégal","",""
"1707663953-1552","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 150m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrain-150m-almadies-2-4023744","150 m2","17 000 000 CFA","Rufisque, Sénégal","",""
"1707663958-1553","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 30000m² - Saint louis","https://sn.coinafrique.com/annonce/terrains/terrains-30000m-saint-louis-4023838","30000","50 000 000 CFA","Saint Louis, Sénégal","",""
"1707663965-1554","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 300 m2  - Sicap liberté 6 extension","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-sicap-liberte-6-extension-3985877","300","170 000 000 CFA","Sicap Liberté, Dakar, Sénégal","",""
"1707663968-1555","https://sn.coinafrique.com/categorie/terrains?page=32","Parcelle 289 m2 - Mamelles","https://sn.coinafrique.com/annonce/terrains/parcelle-289-m2-mamelles-3985884","289","150 000 000 CFA","Mamelles, Dakar, Sénégal","",""
"1707663972-1556","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 150m² - Kounoune","https://sn.coinafrique.com/annonce/terrains/terrain-150m-kounoune-4024595","150 m2","15 000 000 CFA","Almadies 2, Dakar, Sénégal","",""
"1707663976-1557","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain - Yeumbeul Comico","https://sn.coinafrique.com/annonce/terrains/terrain-yeumbeul-comico-4024943","","Prix sur demande","Cambérène, Dakar, Sénégal","",""
"1707663981-1558","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain - Yoff Aéroport","https://sn.coinafrique.com/annonce/terrains/terrain-yoff-aeroport-4025614","186 m2","Prix sur demande","Almadies, Dakar, Sénégal","",""
"1707663984-1559","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 200 m² - Mamelles","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-mamelles-3988173","200","115 000 000 CFA","Mamelles, Dakar, Sénégal","",""
"1707663993-1560","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 200 m² - Ngor","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-ngor-3988185","200","100 000 000 CFA","Ngor, Dakar, Sénégal","",""
"1707663997-1561","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 200 m² - Yoff Hangar Pèlerin","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-yoff-hangar-pelerin-3988178","200","95 000 000 CFA","Yoff, Dakar, Sénégal","",""
"1707664000-1562","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains  - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-rufisque-4025906","","16 000 CFA","Rufisque, Sénégal","",""
"1707664004-1563","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-diamniadio-4025929","3","18 000 000 CFA","Diamniadio, Sénégal","",""
"1707664009-1564","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain à Thiès","https://sn.coinafrique.com/annonce/terrains/terrain-a-thies-3988463","150 m2","900 000 CFA","Thies, Sénégal","",""
"1707664011-1565","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrain-lac-rose-4026016","150 m2","Prix sur demande","Dakar, Sénégal","",""
"1707664015-1566","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain - Saint-Louis Cité Ngalelle","https://sn.coinafrique.com/annonce/terrains/terrain-saint-louis-cite-ngalelle-4026157","300 m2","10 000 000 CFA","Saint Louis, Sénégal","",""
"1707664019-1567","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 200m² - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-200m-almadies-4026376","200","105 000 000 CFA","Almadies, Dakar, Sénégal","",""
"1707664024-1568","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 150m² - Malika plage","https://sn.coinafrique.com/annonce/terrains/terrain-150m-malika-plage-4026387","150","15 000 000 CFA","Keur Massar, Sénégal","",""
"1707664029-1569","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 150 m² avec TF à Rufisque","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-avec-tf-a-rufisque-3984859","150 m2","15 000 000 CFA","Rufisque, Sénégal","",""
"1707664033-1570","https://sn.coinafrique.com/categorie/terrains?page=32","Location  terrain 300 m2 - Ouest Foire","https://sn.coinafrique.com/annonce/terrains/location-terrain-300-m2-ouest-foire-3984329","1","300 000 CFA","Ouest Foire, Dakar, Sénégal","",""
"1707664036-1571","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 150 m2 - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-diamniadio-4026871","150","1 200 000 CFA","Diamniadio, Sénégal","",""
"1707664040-1572","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 150m²  - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150m-rufisque-3993175","150","12 500 000 CFA","Rufisque, Sénégal","",""
"1707664044-1573","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 150m² - Niakhirate","https://sn.coinafrique.com/annonce/terrains/terrain-150m-niakhirate-4027057","150 m2","12 500 000 CFA","Rufisque, Sénégal","",""
"1707664048-1574","https://sn.coinafrique.com/categorie/terrains?page=32","Parcelles 150 m2 - Niague Ndiakhirate","https://sn.coinafrique.com/annonce/terrains/parcelles-150-m2-niague-ndiakhirate-4027233","150 m2","4 000 000 CFA","Dakar, Sénégal","",""
"1707664054-1575","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 300m² - Saly mbour","https://sn.coinafrique.com/annonce/terrains/terrains-300m-saly-mbour-4027650","300 m2","8 500 000 CFA","Saly, Sénégal","",""
"1707664057-1576","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 300m² - Kiréne Diass","https://sn.coinafrique.com/annonce/terrains/terrains-300m-kirene-diass-4027673","300 m2","3 000 000 CFA","Ndiass, Sénégal","",""
"1707664061-1577","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 150 m² à la cité Apix","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-a-la-cite-apix-4004958","150 m2","30 000 000 CFA","Rufisque, Sénégal","",""
"1707664065-1578","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain - Parcelle Assainie Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-parcelle-assainie-keur-massar-4028151","150 m2","12 500 000 CFA","Keur Massar, Sénégal","",""
"1707664069-1579","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 150m² - Keur Ndiaye Lo","https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-ndiaye-lo-4028178","150 m2","18 000 000 CFA","Dakar Plateau, Dakar, Sénégal","",""
"1707664072-1580","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 540 m2  - Mermoz-sacré cœur","https://sn.coinafrique.com/annonce/terrains/terrains-540-m2-mermoz-sacre-cur-3989344","540","750 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","",""
"1707664074-1581","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 1000 m2 - Nguerigne Saly Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-1000-m2-nguerigne-saly-mbour-3997785","1000 m2","30 000 000 CFA","Mbour, Sénégal","",""
"1707664079-1582","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain - Cité Apix","https://sn.coinafrique.com/annonce/terrains/terrain-cite-apix-4029551","150 m2","13 000 000 CFA","Dakar, Sénégal","",""
"1707664082-1583","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 500m²  - Touba","https://sn.coinafrique.com/annonce/terrains/terrains-500m-touba-4029680","500","700 000 CFA","Touba, Sénégal","",""
"1707664088-1584","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 45000m²  - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-45000m-rufisque-3998986","45000","Prix sur demande","Rufisque, Sénégal","",""
"1707664091-1585","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 70000m²  - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrains-70000m-diamniadio-3998988","70000","2 000 000 000 CFA","Diamniadio, Sénégal","",""
"1707664095-1586","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 140 m2 - Sicap foire","https://sn.coinafrique.com/annonce/terrains/terrain-140-m2-sicap-foire-4030099","140 m2","70 000 000 CFA","Sicap foire, Dakar, Sénégal","",""
"1707664100-1587","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 10000 m² - Ouakam","https://sn.coinafrique.com/annonce/terrains/terrains-10000-m-ouakam-3992733","10000","1 000 000 CFA","Ouakam, Dakar, Sénégal","",""
"1707664105-1588","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 225-300 m2 - Ndiobène","https://sn.coinafrique.com/annonce/terrains/terrains-225-300-m2-ndiobene-4030644","225","1 500 000 CFA","Thies, Sénégal","",""
"1707664110-1589","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains - Sangalkam","https://sn.coinafrique.com/annonce/terrains/terrains-sangalkam-4030681","150 m2","13 000 000 CFA","Rufisque, Sénégal","",""
"1707664115-1590","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 150 m2  - Diamalaye 1","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-diamalaye-1-4018256","150","55 000 000 CFA","Diamalaye 1, Dakar, Sénégal","",""
"1707664119-1591","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 225 m2 - Thies","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-thies-4030886","225","350 000 CFA","Thies, Sénégal","",""
"1707664124-1592","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 80 lot -  Ndiokhoup","https://sn.coinafrique.com/annonce/terrains/terrain-80-lot-ndiokhoup-4031369","","2 500 000 CFA","Guediawaye, Dakar, Sénégal","",""
"1707664128-1593","https://sn.coinafrique.com/categorie/terrains?page=32","Terrains 1076 m2 - Mermoz","https://sn.coinafrique.com/annonce/terrains/terrains-1076-m2-mermoz-3997308","1076","950 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","",""
"1707664131-1594","https://sn.coinafrique.com/categorie/terrains?page=32","Vente maison à démolir 400m2 - Zone a","https://sn.coinafrique.com/annonce/terrains/vente-maison-a-demolir-400m2-zone-a-3997510","400","220 000 000 CFA","Sicap Liberté, Dakar, Sénégal","",""
"1707664136-1595","https://sn.coinafrique.com/categorie/terrains?page=32","Terrain 225² - Toubab Dialao","https://sn.coinafrique.com/annonce/terrains/terrain-225-toubab-dialao-4031988","225","3 500 000 CFA","Toubab Dialao, Sénégal","",""
"1707664163-1596","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 150 m2 - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-almadies-2-4032219","150 m2","16 000 000 CFA","Rufisque, Sénégal","",""
"1707664166-1597","https://sn.coinafrique.com/categorie/terrains?page=31","Terrain 150 m2 - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-almadies-2-4032229","150 m2","16 000 000 CFA","Rufisque, Sénégal","",""
"1707664168-1598","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 150 m2 - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-rufisque-4032241","150","9 500 000 CFA","Rufisque, Sénégal","",""
"1707664172-1599","https://sn.coinafrique.com/categorie/terrains?page=31","Vente maison à démolir - Thiaroye","https://sn.coinafrique.com/annonce/terrains/vente-maison-a-demolir-thiaroye-4032463","350 m2","35 000 000 CFA","Dakar, Sénégal","",""
"1707664175-1600","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 300 m2 - Toubab dialao","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-toubab-dialao-4032484","300","5 000 000 CFA","Toubab Dialao, Sénégal","",""
"1707664177-1601","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 150m² - Toubab Dialao","https://sn.coinafrique.com/annonce/terrains/terrains-150m-toubab-dialao-4032497","150","2 500 000 CFA","Toubab Dialao, Sénégal","",""
"1707664180-1602","https://sn.coinafrique.com/categorie/terrains?page=31","Terrains 150m²  - Kounoune","https://sn.coinafrique.com/annonce/terrains/terrains-150m-kounoune-4032932","150","8 000 000 CFA","Rufisque, Sénégal","",""
