,Nombres_de_pieces,nbrdeb,superficie,addresse
2202,5,4,159,"Rufisque, Sénégal"
2203,16,4,300,"Dakar, Sénégal"
2204,4,4,500,"Mbour, Sénégal"
2205,4,3,150,"Guediawaye, Dakar, Sénégal"
2206,5,3,150,"Almadies 2, Dakar, Sénégal"
2207,6,4,150,"Keur Massar, Sénégal"
2210,4,2,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2212,3,1,150,"Lac rose, Sénégal"
2213,4,3,280,"Kaolack, Sénégal"
2214,53,4,1,"Dakar Plateau, Dakar, Sénégal"
2217,5,5,225,"Keur Massar, Sénégal"
2218,4,3,150,"Keur Massar, Sénégal"
2219,5,3,150,"Keur Massar, Sénégal"
2220,18,7,250,"Cambérène, Dakar, Sénégal"
2223,6,5,200,"Mbao, Dakar, Sénégal"
2224,6,7,200,"Mamelles, Dakar, Sénégal"
2225,7,4,150,"Mariste, Dakar, Sénégal"
2227,2,2,150,"Mbao, Dakar, Sénégal"
2228,4,1,225,"Thies, Sénégal"
2229,7,7,3200,"Dakar, Sénégal"
2230,7,2,150,"Dakar, Sénégal"
2231,4,2,300,"Thies, Sénégal"
2232,7,6,300,"Ndiass, Sénégal"
2233,6,5,2400,"Fann, Dakar, Sénégal"
2234,5,2,150,"Rufisque, Sénégal"
2238,7,5,1000,"Ngaparou, Sénégal"
2239,3,1,150,"Rufisque, Sénégal"
2241,6,6,200,"Thies, Sénégal"
2242,3,2,150,"Mamelles, Dakar, Sénégal"
2245,7,6,300,"Mamelles, Dakar, Sénégal"
2246,4,4,150,"Cambérène, Dakar, Sénégal"
2248,7,3,150,"Lac rose, Sénégal"
2249,12,6,300,"Dakar, Sénégal"
2251,5,5,600,"Saly, Sénégal"
2252,4,2,180,"Guediawaye, Dakar, Sénégal"
2253,7,8,200,"Mamelles, Dakar, Sénégal"
2255,5,7,500,"Almadies, Dakar, Sénégal"
2256,6,7,200,"Mamelles, Dakar, Sénégal"
2257,5,6,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2258,7,5,500,"Yoff, Dakar, Sénégal"
2260,4,3,390,"Saly, Sénégal"
2261,5,4,250,"Almadies, Dakar, Sénégal"
2262,5,3,170,"Dakar, Sénégal"
2263,7,4,265,"Grand Dakar, Dakar, Sénégal"
2264,6,3,400,"Fatick, Sénégal"
2266,7,7,3200,"HLM, Dakar, Sénégal"
2267,7,5,300,"Yoff, Dakar, Sénégal"
2268,3,4,300,"Rufisque, Sénégal"
2269,18,6,600,"Ouest Foire, Dakar, Sénégal"
2272,4,5,210,"Sipres, Dakar, Sénégal"
2274,6,5,600,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2275,6,5,380,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2276,6,3,150,"Mamelles, Dakar, Sénégal"
2277,14,6,600,"Saly, Sénégal"
2278,3,1,200,"Dakar, Sénégal"
2279,6,3,1200,"Fatick, Sénégal"
2282,9,3,225,"Thies, Sénégal"
2286,10,2,225,"Parcelle Assainies, Dakar, Sénégal"
2287,9,6,175,"Rufisque, Sénégal"
2289,3,2,300,"Keur Massar, Sénégal"
2290,7,6,300,"Sacré-Coeur, Dakar, Sénégal"
2291,4,4,200,"Mboro, Sénégal"
2292,5,2,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2293,7,6,180,"Ngor, Dakar, Sénégal"
2295,5,4,1300,"Mbour, Sénégal"
2298,8,5,500,"Hann Bel-Air, Dakar, Sénégal"
2299,4,3,200,"Diamniadio, Sénégal"
2300,6,4,250,"Sacré-Coeur, Dakar, Sénégal"
2303,6,5,150,"Rufisque, Sénégal"
2304,7,3,150,"Ouest Foire, Dakar, Sénégal"
2305,5,4,1800,"Saly, Sénégal"
2306,7,6,625,"Djily MBaye, Dakar, Sénégal"
2309,4,4,600,"Ngaparou, Sénégal"
2311,5,5,600,"Saly, Sénégal"
2312,11,11,300,"Mbour, Sénégal"
2315,8,4,400,"Touba, Sénégal"
2316,10,4,150,"Rufisque, Sénégal"
2317,6,4,200,"Yoff, Dakar, Sénégal"
2318,8,6,400,"Almadies, Dakar, Sénégal"
2322,8,7,625,"Djily MBaye, Dakar, Sénégal"
2324,17,13,650,"Almadies, Dakar, Sénégal"
2325,16,7,700,"Lac rose, Sénégal"
2326,5,5,500,"Almadies, Dakar, Sénégal"
2327,2,2,250,"Mbour, Sénégal"
2328,8,6,400,"Almadies, Dakar, Sénégal"
2329,6,4,300,"Mbour, Sénégal"
2333,15,7,180,"Keur Massar, Sénégal"
2336,8,5,229,"Sacré-Coeur, Dakar, Sénégal"
2337,4,3,225,"Mbao, Dakar, Sénégal"
2339,3,2,150,"Diamniadio, Sénégal"
2340,6,4,67,"Yoff, Dakar, Sénégal"
2344,4,3,225,"Mbao, Dakar, Sénégal"
2346,4,3,150,"Dakar, Sénégal"
2347,6,4,175,"Grand Dakar, Dakar, Sénégal"
2350,5,2,250,"Mbour, Sénégal"
2351,4,3,150,"Rufisque, Sénégal"
2352,4,3,486,"Mbour, Sénégal"
2353,15,10,60,"Almadies, Dakar, Sénégal"
2354,6,4,500,"Yoff, Dakar, Sénégal"
2356,8,4,150,"Guediawaye, Dakar, Sénégal"
2358,5,2,150,"Guediawaye, Dakar, Sénégal"
2360,14,17,200,"Ngaparou, Sénégal"
2363,5,3,150,"Almadies 2, Dakar, Sénégal"
2365,9,7,250,"Point E, Dakar, Sénégal"
2368,9,5,900,"Rufisque, Sénégal"
2369,2,1,300,"Saly, Sénégal"
2374,7,6,300,"Point E, Dakar, Sénégal"
2375,4,1,150,"Rufisque, Sénégal"
2376,15,5,300,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2377,15,3,154,"Sipres, Dakar, Sénégal"
2380,10,10,1,"Rufisque, Sénégal"
2385,1,3,250,"Grand Yoff, Dakar, Sénégal"
2386,5,3,150,"Mbao, Dakar, Sénégal"
2389,5,4,190,"Ngaparou, Sénégal"
2390,5,3,180,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2391,6,5,150,"Almadies 2, Dakar, Sénégal"
2392,7,1,300,"Kaolack, Sénégal"
2393,2,1,150,"Dakar, Sénégal"
2396,4,3,1,"Sicap Liberté, Dakar, Sénégal"
2397,8,4,150,"Mbao, Dakar, Sénégal"
2398,15,8,78,"Almadies, Dakar, Sénégal"
2399,6,5,21,"Yoff, Dakar, Sénégal"
2400,8,5,200,"Dakar, Sénégal"
2408,8,8,300,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2409,6,5,350,"Almadies, Dakar, Sénégal"
2410,7,5,1000,"Almadies, Dakar, Sénégal"
2411,6,4,1000,"Almadies, Dakar, Sénégal"
2412,6,5,750,"Almadies, Dakar, Sénégal"
2413,4,4,413,"Saly, Sénégal"
2414,10,7,300,"Almadies, Dakar, Sénégal"
2415,7,5,900,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2416,5,2,150,"Keur Massar, Sénégal"
2419,4,4,250,"Almadies 2, Dakar, Sénégal"
2420,3,3,225,"Ngaparou, Sénégal"
2422,8,4,150,"Dakar, Sénégal"
2425,8,5,200,"Dakar, Sénégal"
2426,9,6,150,"Keur Massar, Sénégal"
2427,9,4,500,"Ziguinchor, Sénégal"
2428,5,4,520,"Saly, Sénégal"
2433,4,2,400,"Mboro, Sénégal"
2434,7,4,162,"Guédiawaye, Dakar, Sénégal"
2437,4,4,202,"Mamelles, Dakar, Sénégal"
2438,8,2,650,"Touba, Sénégal"
2439,7,5,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2440,13,6,3200,"Dakar, Sénégal"
2442,8,2,175,"Fatick, Sénégal"
2443,5,5,380,"Mamelles, Dakar, Sénégal"
2444,7,5,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2445,7,3,200,"Almadies, Dakar, Sénégal"
2446,5,4,400,"Mamelles, Dakar, Sénégal"
2447,6,4,300,"Pikine, Sénégal"
2448,3,2,300,"Keur Massar, Sénégal"
2449,6,4,260,"Mamelles, Dakar, Sénégal"
2451,7,5,250,"Mamelles, Dakar, Sénégal"
2453,10,4,350,"Guediawaye, Dakar, Sénégal"
2454,5,4,1500,"Ngaparou, Sénégal"
2456,7,5,250,"Mamelles, Dakar, Sénégal"
2457,3,2,300,"Toubab Dialao, Sénégal"
2458,3,2,300,"Toubab Dialao, Sénégal"
2459,7,5,150,"Sicap Liberté, Dakar, Sénégal"
2461,13,4,380,"Dakar, Sénégal"
2462,7,5,265,"Mamelles, Dakar, Sénégal"
2464,7,3,200,"Almadies, Dakar, Sénégal"
2465,7,6,365,"Dakar, Sénégal"
2466,7,6,365,"Dakar, Sénégal"
2468,4,3,200,"Diamniadio, Sénégal"
2470,6,4,210,"Dakar, Sénégal"
2471,4,2,400,"Saly, Sénégal"
2473,6,3,292,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2475,8,7,450,"Yoff, Dakar, Sénégal"
2476,21,2,260,"Ouakam, Dakar, Sénégal"
2477,4,4,150,"Keur Massar, Sénégal"
2478,4,3,195,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2479,6,5,500,"Dakar, Sénégal"
2480,7,6,315,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2481,5,4,230,"Ngaparou, Sénégal"
2482,7,4,12,"Fann, Dakar, Sénégal"
2483,8,8,150,"Parcelle Assainies, Dakar, Sénégal"
2484,8,6,413,"Mbour, Sénégal"
2486,7,2,300,"Mbour, Sénégal"
2487,4,4,150,"Hann Bel-Air, Dakar, Sénégal"
2489,4,2,100,"Sicap Liberté, Dakar, Sénégal"
2490,8,6,350,"Mamelles, Dakar, Sénégal"
2491,12,5,150,"Grand Dakar, Dakar, Sénégal"
2492,6,5,600,"Mbour, Sénégal"
2494,5,4,12,"Fann, Dakar, Sénégal"
2495,4,3,150,"Rufisque, Sénégal"
2497,5,4,275,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2499,3,1,150,"Dakar, Sénégal"
2500,3,1,150,"Mbao, Dakar, Sénégal"
2501,6,5,1350,"Fann, Dakar, Sénégal"
2502,4,2,180,"Dakar, Sénégal"
2503,4,4,1300,"Mbour, Sénégal"
2504,6,3,413,"Saly, Sénégal"
2505,7,2,160,"Keur Massar, Sénégal"
2508,6,4,6000,"Dakar, Sénégal"
2509,8,5,200,"Dakar, Sénégal"
2512,5,4,500,"Saly, Sénégal"
2513,4,2,187,"Ouest Foire, Dakar, Sénégal"
2514,5,5,150,"Keur Massar, Sénégal"
2516,7,3,488,"Ngaparou, Sénégal"
2517,4,3,300,"Ngaparou, Sénégal"
2518,7,5,250,"Mamelles, Dakar, Sénégal"
2520,10,6,600,"Almadies, Dakar, Sénégal"
2521,5,6,250,"Mbao, Dakar, Sénégal"
2522,9,6,900,"Thies, Sénégal"
2523,5,3,400,"Ouest Foire, Dakar, Sénégal"
2524,3,2,150,"Keur Massar, Sénégal"
2526,4,4,200,"Mamelles, Dakar, Sénégal"
2527,4,3,150,"Guediawaye, Dakar, Sénégal"
2528,7,5,250,"Almadies, Dakar, Sénégal"
2533,6,6,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2535,5,5,2500,"Saly, Sénégal"
2536,5,3,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2538,7,5,200,"Mbao, Dakar, Sénégal"
2540,8,5,1500,"Ouakam, Dakar, Sénégal"
2546,6,2,150,"Keur Massar, Sénégal"
2549,15,9,285,"Sicap Liberté, Dakar, Sénégal"
2550,5,5,250,"Mamelles, Dakar, Sénégal"
2551,4,1,320,"Touba, Sénégal"
2552,6,2,267,"Keur Massar, Sénégal"
2553,4,2,200,"Yoff, Dakar, Sénégal"
2554,9,4,150,"Keur Massar, Sénégal"
2556,8,6,350,"Mamelles, Dakar, Sénégal"
2557,6,6,1,"Sicap Liberté, Dakar, Sénégal"
2559,4,2,2000,"Lac rose, Sénégal"
2561,8,5,222,"Dakar, Sénégal"
2562,2,2,110,"Saly, Sénégal"
2563,6,5,800,"Saly, Sénégal"
2564,21,15,180,"Ouakam, Dakar, Sénégal"
2565,4,2,300,"Mamelles, Dakar, Sénégal"
2566,3,2,110,"Sicap Liberté, Dakar, Sénégal"
2567,2,1,150,"Lac rose, Sénégal"
2568,20,5,150,"Mamelles, Dakar, Sénégal"
2569,7,4,200,"Rufisque, Sénégal"
2573,2,2,300,"Saly, Sénégal"
2574,5,4,700,"Dakar, Sénégal"
2575,6,5,200,"Sipres, Dakar, Sénégal"
2577,5,4,150,"Lac rose, Sénégal"
2578,4,2,150,"Keur Massar, Sénégal"
2579,8,5,300,"Thies, Sénégal"
2580,3,2,150,"Dakar, Sénégal"
2581,6,5,1350,"Fann, Dakar, Sénégal"
2582,14,4,274,"Mbao, Dakar, Sénégal"
2583,3,2,150,"Dakar, Sénégal"
2584,6,4,150,"Damel, Dakar, Sénégal"
2586,7,6,459,"Saly, Sénégal"
2587,11,5,150,"Guediawaye, Dakar, Sénégal"
2588,150,2,150,"Guediawaye, Dakar, Sénégal"
2590,8,6,459,"Saly, Sénégal"
2591,9,9,235,"Mamelles, Dakar, Sénégal"
2592,6,4,900,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2593,6,5,800,"Almadies, Dakar, Sénégal"
2594,7,5,800,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2595,7,6,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2596,5,5,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2597,7,6,2300,"Fann, Dakar, Sénégal"
2598,10,10,290,"Yoff, Dakar, Sénégal"
2601,7,8,200,"Mamelles, Dakar, Sénégal"
2602,4,3,200,"Keur Massar, Sénégal"
2603,3,2,150,"Rufisque, Sénégal"
2604,4,4,350,"Ngaparou, Sénégal"
2605,3,2,150,"Ngor, Dakar, Sénégal"
2606,3,2,700,"Saly, Sénégal"
2609,10,9,200,"Mamelles, Dakar, Sénégal"
2610,4,4,237,"Sipres, Dakar, Sénégal"
2611,8,4,187,"Ouest Foire, Dakar, Sénégal"
2613,6,5,150,"Mbao, Dakar, Sénégal"
2614,7,5,1500,"Ouakam, Dakar, Sénégal"
2615,6,4,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2617,8,5,150,"Keur Massar, Sénégal"
2619,13,5,225,"Parcelle Assainies, Dakar, Sénégal"
2620,4,2,150,"Keur Massar, Sénégal"
2621,5,5,350,"Ouest Foire, Dakar, Sénégal"
2622,5,4,160,"Ouest Foire, Dakar, Sénégal"
2624,7,7,250,"Mamelles, Dakar, Sénégal"
2626,4,3,150,"Mbao, Dakar, Sénégal"
2627,4,2,150,"Rufisque, Sénégal"
2628,4,3,178,"Saint Louis, Sénégal"
2630,5,4,386,"Yoff, Dakar, Sénégal"
2631,5,5,150,"Mamelles, Dakar, Sénégal"
2632,8,5,200,"Dakar, Sénégal"
2636,5,4,150,"Almadies 2, Dakar, Sénégal"
2637,3,1,150,"Dakar, Sénégal"
2638,10,8,400,"Mariste, Dakar, Sénégal"
2639,6,5,200,"Sipres, Dakar, Sénégal"
2640,4,1,238,"Keur Massar, Sénégal"
2641,4,2,150,"Diamniadio, Sénégal"
2642,3,2,400,"Saly, Sénégal"
2643,9,4,150,"Sacré-Coeur, Dakar, Sénégal"
2647,6,4,300,"Sipres, Dakar, Sénégal"
2651,5,4,386,"Yoff, Dakar, Sénégal"
2652,6,6,11111,"Fann-Point E-Amitié, Dakar, Sénégal"
2654,7,8,938,"Ngaparou, Sénégal"
2655,7,3,500,"Hann Bel-Air, Dakar, Sénégal"
2656,5,3,180,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2657,6,5,200,"Ouest Foire, Dakar, Sénégal"
2658,6,7,200,"Rufisque, Sénégal"
2659,5,5,400,"Yoff, Dakar, Sénégal"
2661,10,2,150,"Keur Massar, Sénégal"
2662,4,4,140,"Ouest Foire, Dakar, Sénégal"
2664,3,2,180,"Mamelles, Dakar, Sénégal"
2667,9,6,200,"Mbao, Dakar, Sénégal"
2668,6,7,2300,"Fann, Dakar, Sénégal"
2669,4,2,150,"Sipres, Dakar, Sénégal"
2670,8,7,225,"Sipres, Dakar, Sénégal"
2672,8,7,300,"Dakar, Sénégal"
2673,4,3,500,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2674,3,3,300,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2675,5,5,1500,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2676,4,3,132,"Mbour, Sénégal"
2677,5,7,250,"Yoff, Dakar, Sénégal"
2678,3,2,100,"Sicap Liberté, Dakar, Sénégal"
2680,7,6,425,"Dakar, Sénégal"
2682,4,3,240,"Mbour, Sénégal"
2683,4,1,600,"Saly, Sénégal"
2684,3,3,300,"Saly, Sénégal"
2685,3,2,300,"Mbour, Sénégal"
2688,7,4,265,"Grand Dakar, Dakar, Sénégal"
2689,4,4,5080,"Fatick, Sénégal"
2690,8,5,222,"Dakar, Sénégal"
2691,4,3,150,"Sicap Liberté, Dakar, Sénégal"
2694,5,4,200,"Rufisque, Sénégal"
2696,4,4,300,"Saly, Sénégal"
2698,3,3,600,"Saly, Sénégal"
2699,6,2,200,"Dakar, Sénégal"
2701,7,7,453,"Ngaparou, Sénégal"
2704,3,1,115,"Dakar, Sénégal"
2706,8,5,152,"Dakar, Sénégal"
2708,7,4,150,"Parcelle Assainies, Dakar, Sénégal"
2709,7,5,265,"Mamelles, Dakar, Sénégal"
2710,9,6,250,"Mamelles, Dakar, Sénégal"
2711,6,4,12,"Sacré-Coeur, Dakar, Sénégal"
2715,3,2,318,"Saly, Sénégal"
2719,4,3,180,"Fann, Dakar, Sénégal"
2720,3,3,300,"Mamelles, Dakar, Sénégal"
2721,5,5,800,"Saly, Sénégal"
2722,6,7,1500,"Ouakam, Dakar, Sénégal"
2723,2,2,150,"Dakar, Sénégal"
2725,7,4,400,"Saly, Sénégal"
2726,5,4,200,"Hann Bel-Air, Dakar, Sénégal"
2727,8,5,180,"Yoff, Dakar, Sénégal"
2728,8,5,222,"Dakar, Sénégal"
2730,8,6,340,"Biscuiterie, Dakar, Sénégal"
2731,3,3,250,"Point E, Dakar, Sénégal"
2735,7,6,300,"Mamelles, Dakar, Sénégal"
2737,6,2,150,"Dakar, Sénégal"
2738,5,3,150,"Mariste, Dakar, Sénégal"
2740,4,4,200,"Mamelles, Dakar, Sénégal"
2741,5,4,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2742,6,5,150,"Dakar, Sénégal"
2743,8,4,300,"Rufisque, Sénégal"
2744,4,2,164,"Rufisque, Sénégal"
2745,8,5,150,"Sicap foire, Dakar, Sénégal"
2747,4,2,247,"Keur Massar, Sénégal"
2748,6,4,250,"Sicap Liberté, Dakar, Sénégal"
2750,8,6,400,"Mbao, Dakar, Sénégal"
2751,6,4,386,"Yoff, Dakar, Sénégal"
2752,3,3,300,"Mamelles, Dakar, Sénégal"
2754,4,4,300,"Ngaparou, Sénégal"
2755,4,4,300,"Ngaparou, Sénégal"
2756,5,2,240,"Dakar, Sénégal"
2757,4,3,150,"Diamniadio, Sénégal"
2762,5,3,185,"Sacré-Coeur, Dakar, Sénégal"
2766,5,2,150,"Mbao, Dakar, Sénégal"
2769,7,7,397,"Sicap Liberté, Dakar, Sénégal"
2770,5,3,180,"Sacré-Coeur, Dakar, Sénégal"
2772,3,3,176,"Toubab Dialao, Sénégal"
2774,5,5,268,"Keur Massar, Sénégal"
2775,4,3,386,"Sicap Liberté, Dakar, Sénégal"
2777,6,6,750,"Ngaparou, Sénégal"
2778,4,3,2091,"Ngaparou, Sénégal"
2779,12,6,180,"Dakar, Sénégal"
2781,4,2,150,"Dakar, Sénégal"
2782,5,3,640,"Yoff, Dakar, Sénégal"
2783,4,3,150,"Mbao, Dakar, Sénégal"
2784,5,4,200,"Ngaparou, Sénégal"
2786,5,5,4200,"Saly, Sénégal"
2787,4,4,515,"Mbour, Sénégal"
2788,8,6,150,"Mamelles, Dakar, Sénégal"
2790,4,4,200,"Dakar, Sénégal"
2791,6,4,160,"Mamelles, Dakar, Sénégal"
2792,4,2,1111111111,"Dakar, Sénégal"
2793,6,3,150,"Mamelles, Dakar, Sénégal"
2794,6,4,150,"Ouakam, Dakar, Sénégal"
2795,4,3,180,"Sacré-Coeur, Dakar, Sénégal"
2796,6,5,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2800,3,1,150,"Dakar, Sénégal"
2801,7,2,155,"Dakar, Sénégal"
2802,8,5,200,"Mamelles, Dakar, Sénégal"
2804,8,2,312,"Guediawaye, Dakar, Sénégal"
2807,5,2,150,"Guediawaye, Dakar, Sénégal"
2808,6,2,150,"Diamniadio, Sénégal"
2809,3,1,250,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2810,3,2,170,"Dieuppeul-Derklé, Dakar, Sénégal"
2812,15,6,300,"Diamniadio, Sénégal"
2813,5,3,389,"Sicap Liberté, Dakar, Sénégal"
2814,4,2,300,"Sicap Liberté, Dakar, Sénégal"
2816,4,3,432,"Sicap Liberté, Dakar, Sénégal"
2817,7,4,265,"Grand Dakar, Dakar, Sénégal"
2818,10,5,400,"Thies, Sénégal"
2819,8,4,200,"Mbao, Dakar, Sénégal"
2820,4,2,325,"Sicap Liberté, Dakar, Sénégal"
2822,6,5,800,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2823,10,8,900,"Mamelles, Dakar, Sénégal"
2824,6,5,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2825,5,4,500,"Almadies, Dakar, Sénégal"
2829,5,6,511,"Fann, Dakar, Sénégal"
2830,5,4,250,"Sicap Liberté, Dakar, Sénégal"
2832,1,1,1111111111,"Saly, Sénégal"
2833,6,5,300,"Dakar, Sénégal"
2834,14,4,180,"Keur Massar, Sénégal"
2835,5,5,150,"Keur Massar, Sénégal"
2836,3,2,500,"Saly, Sénégal"
2837,8,5,222,"Dakar, Sénégal"
2838,9,3,265,"Mbour, Sénégal"
2840,8,5,150,"HLM, Dakar, Sénégal"
2841,5,4,250,"Ngor, Dakar, Sénégal"
2842,3,2,160,"Sicap Liberté, Dakar, Sénégal"
2843,3,2,160,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2846,8,5,150,"Mbao, Dakar, Sénégal"
2847,8,6,400,"Mbao, Dakar, Sénégal"
2848,2,1,300,"Dakar, Sénégal"
2849,4,2,120,"Keur Massar, Sénégal"
2853,6,4,416,"Almadies, Dakar, Sénégal"
2854,6,4,200,"Ouest Foire, Dakar, Sénégal"
2858,5,2,225,"Rufisque, Sénégal"
2859,5,1,150,"Mbao, Dakar, Sénégal"
2860,4,2,150,"Rufisque, Sénégal"
2861,6,6,400,"Point E, Dakar, Sénégal"
2863,6,4,500,"Yoff, Dakar, Sénégal"
2864,5,5,600,"Thies, Sénégal"
2865,8,5,600,"Dakar, Sénégal"
2866,8,5,150,"Sicap Liberté, Dakar, Sénégal"
2868,14,10,150,"Mbao, Dakar, Sénégal"
2870,5,2,150,"Cambérène, Dakar, Sénégal"
2871,5,4,150,"Ouest Foire, Dakar, Sénégal"
2874,8,6,150,"Almadies 2, Dakar, Sénégal"
2875,6,4,150,"Dakar, Sénégal"
2876,11,6,150,"Almadies 2, Dakar, Sénégal"
2879,9,7,200,"Mamelles, Dakar, Sénégal"
2880,5,2,150,"Diamalaye 1, Dakar, Sénégal"
2881,4,2,150,"Almadies 2, Dakar, Sénégal"
2883,6,2,150,"Dakar, Sénégal"
2884,7,7,240,"Ngor, Dakar, Sénégal"
2885,4,6,189,"Mamelles, Dakar, Sénégal"
2886,6,4,350,"Almadies, Dakar, Sénégal"
2887,5,4,375,"Yoff, Dakar, Sénégal"
2889,4,3,200,"Dakar, Sénégal"
2891,4,4,250,"Dakar, Sénégal"
2892,3,3,180,"Dakar, Sénégal"
2893,4,2,202,"Keur Massar, Sénégal"
2894,4,4,600,"Mbour, Sénégal"
2897,6,5,12,"Sacré-Coeur, Dakar, Sénégal"
2899,4,2,150,"Dakar, Sénégal"
2900,6,5,2000,"Bambey, Sénégal"
2902,6,4,12,"Sacré-Coeur, Dakar, Sénégal"
2904,10,7,200,"Mamelles, Dakar, Sénégal"
2908,4,4,751,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2911,3,2,1000,"Biscuiterie, Dakar, Sénégal"
2913,9,7,300,"Mariste, Dakar, Sénégal"
2914,4,4,415,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2915,4,3,276,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2916,5,4,480,"Toubab Dialao, Sénégal"
2917,5,2,300,"Thies, Sénégal"
2919,4,2,500,"Toubab Dialao, Sénégal"
2920,4,3,160,"Mbao, Dakar, Sénégal"
2925,4,3,150,"Cambérène, Dakar, Sénégal"
2930,5,2,150,"Dakar, Sénégal"
2932,10,8,440,"Djily MBaye, Dakar, Sénégal"
2933,8,5,222,"Dakar, Sénégal"
2935,12,6,470,"Dakar, Sénégal"
2936,6,5,250,"Dakar, Sénégal"
2939,6,6,150,"Sipres, Dakar, Sénégal"
2940,13,12,12,"Point E, Dakar, Sénégal"
2941,7,7,190,"Mamelles, Dakar, Sénégal"
2943,5,2,300,"Dakar, Sénégal"
2944,9,7,250,"Mamelles, Dakar, Sénégal"
2945,6,4,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
2946,8,8,450,"Louga, Sénégal"
2947,4,2,300,"Fann-Point E-Amitié, Dakar, Sénégal"
2949,5,3,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
