web-scraper-order,web-scraper-start-url,villas_links,villas_links-href,Nombres_de_pieces,nbrdeb,superficie,addresse
"1707521638-2822","https://sn.coinafrique.com/categorie/villas?page=17","Location villas 4 pièces - Mariste","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-mariste-4204455","","","","Mariste, Dakar, Sénégal"
"1707521645-2823","https://sn.coinafrique.com/categorie/villas?page=17","Location villa 6 pièces - Mermoz-Sacré Coeur","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-4198794","6","5","800","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707521654-2824","https://sn.coinafrique.com/categorie/villas?page=17","Location villa 11 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-11-pieces-mamelles-4198598","10","8","900","Mamelles, Dakar, Sénégal"
"1707521659-2825","https://sn.coinafrique.com/categorie/villas?page=17","Location villa 6 pièces - Mermoz - Sacré coeur","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-4198711","6","5","150","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707521664-2826","https://sn.coinafrique.com/categorie/villas?page=17","Location villa duplex - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-almadies-4202799","5","4","500 m2","Almadies, Dakar, Sénégal"
"1707521668-2827","https://sn.coinafrique.com/categorie/villas?page=17","Vente maison - Malika","https://sn.coinafrique.com/annonce/villas/vente-maison-malika-4203032","200 m2","","","Fass, Dakar, Sénégal"
"1707521673-2828","https://sn.coinafrique.com/categorie/villas?page=17","Location villa - Liberté 6 Extension","https://sn.coinafrique.com/annonce/villas/location-villa-liberte-6-extension-4202695","7","5","","Sipres, Dakar, Sénégal"
"1707521676-2829","https://sn.coinafrique.com/categorie/villas?page=17","Location villa meublée R+1 7 pièces - Somone","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-r1-7-pieces-somone-4238213","7","6","","Mbour, Sénégal"
"1707521680-2830","https://sn.coinafrique.com/categorie/villas?page=17","Vente villa 7 pièces - Fann résidence","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-fann-residence-4238248","5","6","511 m2","Fann, Dakar, Sénégal"
"1707521694-2831","https://sn.coinafrique.com/categorie/villas?page=17","Vente villa 5 pièces - Sicap Liberté Extension","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sicap-liberte-extension-4200784","5","4","250","Sicap Liberté, Dakar, Sénégal"
"1707521699-2832","https://sn.coinafrique.com/categorie/villas?page=17","Vente villa 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saly-4238468","","","","Saly, Sénégal"
"1707521704-2833","https://sn.coinafrique.com/categorie/villas?page=17","Location villa meublée - Saly","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-saly-4238625","1","1","1111111111","Saly, Sénégal"
"1707521731-2834","https://sn.coinafrique.com/categorie/villas?page=17","Location villa 6 pièces  -  Ndiakhirate","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-ndiakhirate-4238765","6","5","300 m2","Dakar, Sénégal"
"1707521743-2835","https://sn.coinafrique.com/categorie/villas?page=17","Vente villa 9 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-keur-massar-4239406","14","4","180 m2","Keur Massar, Sénégal"
"1707521747-2836","https://sn.coinafrique.com/categorie/villas?page=17","Vente villa 5 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-keur-massar-4239415","5","5","150 m2","Keur Massar, Sénégal"
"1707521752-2837","https://sn.coinafrique.com/categorie/villas?page=17","Vente villa - Ngaparou somone","https://sn.coinafrique.com/annonce/villas/vente-villa-ngaparou-somone-4239510","3","2","500 m2","Saly, Sénégal"
"1707521755-2838","https://sn.coinafrique.com/categorie/villas?page=17","Location villa 7 pièces  - Mermoz battrain","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mermoz-battrain-4239578","8","5","222 m2","Dakar, Sénégal"
"1707521759-2839","https://sn.coinafrique.com/categorie/villas?page=17","Vente maison - Nianing","https://sn.coinafrique.com/annonce/villas/vente-maison-nianing-4239719","9","3","265","Mbour, Sénégal"
"1707521764-2840","https://sn.coinafrique.com/categorie/villas?page=17","Location villa R+1 - Mermoz-Sacré Coeur","https://sn.coinafrique.com/annonce/villas/location-villa-r1-mermoz-sacre-coeur-4202455","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707521769-2841","https://sn.coinafrique.com/categorie/villas?page=17","Vente villa  - HLM  4","https://sn.coinafrique.com/annonce/villas/vente-villa-hlm-4-4208830","8","5","150 m2","HLM, Dakar, Sénégal"
"1707521776-2842","https://sn.coinafrique.com/categorie/villas?page=17","Location villas 5 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-ngor-4208918","5","4","250","Ngor, Dakar, Sénégal"
"1707521803-2843","https://sn.coinafrique.com/categorie/villas?page=17","Location villa 3 pièces - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-sicap-liberte-4203658","3","2","160","Sicap Liberté, Dakar, Sénégal"
"1707521808-2844","https://sn.coinafrique.com/categorie/villas?page=17","Location villa 3 pièces - Mermoz - Sacré coeur","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-mermoz-sacre-coeur-4203562","3","2","160","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707521813-2845","https://sn.coinafrique.com/categorie/villas?page=17","Location villa 6 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mamelles-4204179","6","","","Mamelles, Dakar, Sénégal"
"1707521833-2846","https://sn.coinafrique.com/categorie/villas?page=16","Location villa 6 pièces - Ngor-Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-ngor-almadies-4204231","6","4","","Almadies, Dakar, Sénégal"
"1707521837-2847","https://sn.coinafrique.com/categorie/villas?page=16","Vente villas 8 pièces - Mbao","https://sn.coinafrique.com/annonce/villas/vente-villas-8-pieces-mbao-4242341","8","5","150","Mbao, Dakar, Sénégal"
"1707521843-2848","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa - Petit Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-petit-mbao-4211888","8","6","400","Mbao, Dakar, Sénégal"
"1707521849-2849","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa R+2 3 pièces - Diaxaye 2","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-3-pieces-diaxaye-2-4244227","2","1","300 m2","Dakar, Sénégal"
"1707521855-2850","https://sn.coinafrique.com/categorie/villas?page=16","Vente maison 4 pièces - Keur massar","https://sn.coinafrique.com/annonce/villas/vente-maison-4-pieces-keur-massar-4244640","4","2","120 m2","Keur Massar, Sénégal"
"1707521862-2851","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa  -   Nord Foire","https://sn.coinafrique.com/annonce/villas/vente-villa-nord-foire-4213246","","","","Yoff, Dakar, Sénégal"
"1707521869-2852","https://sn.coinafrique.com/categorie/villas?page=16","Vente villas R+3 - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villas-r3-dakar-4246310","150","","","Dakar, Sénégal"
"1707521877-2853","https://sn.coinafrique.com/categorie/villas?page=16","Location villas 5 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-keur-massar-4246626","5","2","","Keur Massar, Sénégal"
"1707521888-2854","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 6 pièces - Almadies Ngor","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-almadies-ngor-4212024","6","4","416","Almadies, Dakar, Sénégal"
"1707521895-2855","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 6 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-ouest-foire-4212051","6","4","200","Ouest Foire, Dakar, Sénégal"
"1707521899-2856","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa - Point E","https://sn.coinafrique.com/annonce/villas/vente-villa-point-e-4212153","1569","","","Point E, Dakar, Sénégal"
"1707521903-2857","https://sn.coinafrique.com/categorie/villas?page=16","Location villa R+1 - Mermoz","https://sn.coinafrique.com/annonce/villas/location-villa-r1-mermoz-4212330","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707521909-2858","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 11 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/vente-villa-11-pieces-mamelles-4247277","","","","Mamelles, Dakar, Sénégal"
"1707521913-2859","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa  -  Kounoune cité Ascna","https://sn.coinafrique.com/annonce/villas/vente-villa-kounoune-cite-ascna-4247340","5","2","225 m2","Rufisque, Sénégal"
"1707521918-2860","https://sn.coinafrique.com/categorie/villas?page=16","Vente villas 5 pièces - Mbao","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-mbao-4247408","5","1","150","Mbao, Dakar, Sénégal"
"1707521923-2861","https://sn.coinafrique.com/categorie/villas?page=16","Vente villas 4 pièces - Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-rufisque-4247475","4","2","150","Rufisque, Sénégal"
"1707521927-2862","https://sn.coinafrique.com/categorie/villas?page=16","Location villas 6 pièces - Point E","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-point-e-4247964","6","6","400","Point E, Dakar, Sénégal"
"1707521933-2863","https://sn.coinafrique.com/categorie/villas?page=16","Location villa R+1 - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-r1-mamelles-4214023","7","6","","Mamelles, Dakar, Sénégal"
"1707521938-2864","https://sn.coinafrique.com/categorie/villas?page=16","Location villas 6 pièces - Yoff","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-yoff-4214323","6","4","500","Yoff, Dakar, Sénégal"
"1707521942-2865","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 7 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-saly-4217067","5","5","600 m2","Thies, Sénégal"
"1707521968-2866","https://sn.coinafrique.com/categorie/villas?page=16","Vente Villa - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-saly-4250372","8","5","600 m2","Dakar, Sénégal"
"1707521991-2867","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 8 pièces - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-sicap-liberte-4250394","8","5","150","Sicap Liberté, Dakar, Sénégal"
"1707521995-2868","https://sn.coinafrique.com/categorie/villas?page=16","Location villa R+1 - Keur Massar","https://sn.coinafrique.com/annonce/villas/location-villa-r1-keur-massar-4215482","300 m2","","","Rufisque, Sénégal"
"1707522000-2869","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 14 pièces - Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-14-pieces-mbao-4251287","14","10","150","Mbao, Dakar, Sénégal"
"1707522007-2870","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 6 pièces - Parcelles Assainies Unité 3","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-parcelles-assainies-unite-3-4251405","","","","Keur Massar, Sénégal"
"1707522011-2871","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 5 pièces - Cambérène","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-camberene-4251473","5","2","150","Cambérène, Dakar, Sénégal"
"1707522014-2872","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa R+1 - Diakhaye","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-diakhaye-4251494","5","4","150 m2","Ouest Foire, Dakar, Sénégal"
"1707522020-2873","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa - Cité Apix","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-apix-4251729","150 m2","","","Dakar, Sénégal"
"1707522025-2874","https://sn.coinafrique.com/categorie/villas?page=16","Location villa 3 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-almadies-4251855","3","21","","Almadies, Dakar, Sénégal"
"1707522029-2875","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 7 pièces - VDN 3","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-vdn-3-4238994","8","6","150 m2","Almadies 2, Dakar, Sénégal"
"1707522032-2876","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa R+1 4 pièces - Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-4-pieces-rufisque-4253269","6","4","150 m2","Dakar, Sénégal"
"1707522036-2877","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-4221192","11","6","150 m2","Almadies 2, Dakar, Sénégal"
"1707522040-2878","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa duplex R+1","https://sn.coinafrique.com/annonce/villas/vente-villa-duplex-r1-4218766","150 m2","","","Keur Massar, Sénégal"
"1707522044-2879","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa meublée - Somone","https://sn.coinafrique.com/annonce/villas/vente-villa-meublee-somone-4254074","","","","Sicap Liberté, Dakar, Sénégal"
"1707522048-2880","https://sn.coinafrique.com/categorie/villas?page=16","Vente villas R+3 9 pièces - Touba renaissance  mamelles","https://sn.coinafrique.com/annonce/villas/vente-villas-r3-9-pieces-touba-renaissance-mamelles-4219191","9","7","200","Mamelles, Dakar, Sénégal"
"1707522054-2881","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 4 pièces - Diamalaye","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-diamalaye-4241170","5","2","150 m2","Diamalaye 1, Dakar, Sénégal"
"1707522058-2882","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 4 pièces - Zac Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-zac-mbao-4222307","4","2","150 m2","Almadies 2, Dakar, Sénégal"
"1707522063-2883","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 3 pièces - Tivaoune Peulh","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-tivaoune-peulh-4254879","112 m2","","","Keur Massar, Sénégal"
"1707522070-2884","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa  -  cité Apix","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-apix-4255105","6","2","150 m2","Dakar, Sénégal"
"1707522075-2885","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 10 pièces - Ngor Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-ngor-almadies-4217044","7","7","240","Ngor, Dakar, Sénégal"
"1707522079-2886","https://sn.coinafrique.com/categorie/villas?page=16","Vente villas 4 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-mamelles-4255291","4","6","189","Mamelles, Dakar, Sénégal"
"1707522083-2887","https://sn.coinafrique.com/categorie/villas?page=16","Location villa triplex 6 pièces  - Ngor- Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-triplex-6-pieces-ngor-almadies-4220521","6","4","350","Almadies, Dakar, Sénégal"
"1707522091-2888","https://sn.coinafrique.com/categorie/villas?page=16","Location villa duplex 5 pièces - Yoff","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-5-pieces-yoff-4220733","5","4","375","Yoff, Dakar, Sénégal"
"1707522096-2889","https://sn.coinafrique.com/categorie/villas?page=16","Location villa - Almadies 2","https://sn.coinafrique.com/annonce/villas/location-villa-almadies-2-4220846","","","","Keur Massar, Sénégal"
"1707522123-2890","https://sn.coinafrique.com/categorie/villas?page=16","Location villa 4 pièces - Tivaoune peulh","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-tivaoune-peulh-4256526","4","3","200 m2","Dakar, Sénégal"
"1707522133-2891","https://sn.coinafrique.com/categorie/villas?page=16","Location villa meublée 4 piéces - Keur Ndiaye Lo","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-4-pieces-keur-ndiaye-lo-4218117","5","4","","Rufisque, Sénégal"
"1707522137-2892","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa R+1 6 pièces - Cité Alione Sow","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-6-pieces-cite-alione-sow-4256654","4","4","250 m2","Dakar, Sénégal"
"1707522140-2893","https://sn.coinafrique.com/categorie/villas?page=16","Location villa 3 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-dakar-4218201","3","3","180","Dakar, Sénégal"
"1707522146-2894","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa - Diaxay","https://sn.coinafrique.com/annonce/villas/vente-villa-diaxay-4236152","4","2","202 m2","Keur Massar, Sénégal"
"1707522149-2895","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa meublée 5 pièces  -  Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-meublee-5-pieces-saly-4257582","4","4","600 m2","Mbour, Sénégal"
"1707522153-2896","https://sn.coinafrique.com/categorie/villas?page=16","Vente  villa commercial R+1 -  Petit Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-commercial-r1-petit-mbao-4257921","","","","Dakar, Sénégal"
"1707522156-2897","https://sn.coinafrique.com/categorie/villas?page=16","Vente  maison 4 pièces  - Marine française","https://sn.coinafrique.com/annonce/villas/vente-maison-4-pieces-marine-francaise-4257929","","","","Dakar, Sénégal"
"1707522160-2898","https://sn.coinafrique.com/categorie/villas?page=16","Location villa 6 pièces meublées - Sacré-coeur","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-meublees-sacre-coeur-4222603","6","5","12","Sacré-Coeur, Dakar, Sénégal"
"1707522163-2899","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 9 piéces - Sacré coeur VDN","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-sacre-coeur-vdn-4220017","7","7","","Sacré-Coeur, Dakar, Sénégal"
"1707522167-2900","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 4 pièces - Malika Montagne","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-malika-montagne-4258409","4","2","150 m2","Dakar, Sénégal"
"1707522171-2901","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-saly-4259362","6","5","2000 m2","Bambey, Sénégal"
"1707522176-2902","https://sn.coinafrique.com/categorie/villas?page=16","Location villa R+2 - Almadies 2","https://sn.coinafrique.com/annonce/villas/location-villa-r2-almadies-2-4223945","10","250 m2","","Almadies, Dakar, Sénégal"
"1707522179-2903","https://sn.coinafrique.com/categorie/villas?page=16","Location villas 6 pièces - Sacré-Coeur","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-sacre-coeur-4224720","6","4","12","Sacré-Coeur, Dakar, Sénégal"
"1707522184-2904","https://sn.coinafrique.com/categorie/villas?page=16","Location villa 6 pièces - Cité Mourtada","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-cite-mourtada-4222613","6","6","","Ouest Foire, Dakar, Sénégal"
"1707522191-2905","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa - Mamelles","https://sn.coinafrique.com/annonce/villas/vente-villa-mamelles-4260388","10","7","200 m2","Mamelles, Dakar, Sénégal"
"1707522196-2906","https://sn.coinafrique.com/categorie/villas?page=16","Location villa 13 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/location-villa-13-pieces-ngor-4222694","13","","","Ngor, Dakar, Sénégal"
"1707522222-2907","https://sn.coinafrique.com/categorie/villas?page=16","Location villa 11 piéces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-11-pieces-almadies-4222708","11","","","Almadies, Dakar, Sénégal"
"1707522237-2908","https://sn.coinafrique.com/categorie/villas?page=16","Location villas meublés de 4 pièces - Mermoz","https://sn.coinafrique.com/annonce/villas/location-villas-meubles-de-4-pieces-mermoz-4222778","4","4","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707522242-2909","https://sn.coinafrique.com/categorie/villas?page=16","Vente villas 4 pièces - Sacré Coeur 1","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-sacre-coeur-1-4223550","4","4","751","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707522246-2910","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa R+1   -  Malika","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-malika-4260900","","","","Ouakam, Dakar, Sénégal"
"1707522250-2911","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa  -  Somone","https://sn.coinafrique.com/annonce/villas/vente-villa-somone-4260901","","","","Ouakam, Dakar, Sénégal"
"1707522254-2912","https://sn.coinafrique.com/categorie/villas?page=16","Vente villas 3 pièces - Biscuiterie","https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-biscuiterie-4260938","3","2","1000","Biscuiterie, Dakar, Sénégal"
"1707522258-2913","https://sn.coinafrique.com/categorie/villas?page=16","Location villa 9 pièces - Cité des Magistrats","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-cite-des-magistrats-4225639","9","8","","Dakar, Sénégal"
"1707522262-2914","https://sn.coinafrique.com/categorie/villas?page=16","Location villa R+1 - Maristes","https://sn.coinafrique.com/annonce/villas/location-villa-r1-maristes-4226260","9","7","300 m2","Mariste, Dakar, Sénégal"
"1707522266-2915","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 4 pièces - Mermoz-Sacré Coeur","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-mermoz-sacre-coeur-4229260","4","4","415","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707522270-2916","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 4 pièces - Mermoz-Sacré Coeur","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-mermoz-sacre-coeur-4229272","4","3","276","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1707522273-2917","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa  -  Plage Petite côte","https://sn.coinafrique.com/annonce/villas/vente-villa-plage-petite-cote-4261601","5","4","480 m2","Toubab Dialao, Sénégal"
"1707522278-2918","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa 6 pièces","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-4261751","5","2","300 m2","Thies, Sénégal"
"1707522283-2919","https://sn.coinafrique.com/categorie/villas?page=16","Location villa 5 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-4227367","5","4","","Almadies, Dakar, Sénégal"
"1707522288-2920","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa - Toubab Dialaw","https://sn.coinafrique.com/annonce/villas/vente-villa-toubab-dialaw-4262570","4","2","500 m2","Toubab Dialao, Sénégal"
"1707522292-2921","https://sn.coinafrique.com/categorie/villas?page=16","Vente villas 4 pièces - Mbao","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-mbao-4262930","4","3","160","Mbao, Dakar, Sénégal"
"1707522296-2922","https://sn.coinafrique.com/categorie/villas?page=16","Location villas 6 pièces - Saly","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-saly-4263221","6","4","","Saly, Sénégal"
"1707522299-2923","https://sn.coinafrique.com/categorie/villas?page=16","Location villa 13 pièces - Point E","https://sn.coinafrique.com/annonce/villas/location-villa-13-pieces-point-e-4228357","13","12","","Point E, Dakar, Sénégal"
"1707522305-2924","https://sn.coinafrique.com/categorie/villas?page=16","Location villas 6 pièces - Saly","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-saly-4263309","6","5","","Saly, Sénégal"
"1707522313-2925","https://sn.coinafrique.com/categorie/villas?page=16","Location villa 5 pièces - Cité Mourtada VDN","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-cite-mourtada-vdn-4225606","5","4","","Dakar, Sénégal"
"1707522319-2926","https://sn.coinafrique.com/categorie/villas?page=16","Location villa 4 pièces  -  VDN 3","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-vdn-3-4263529","4","3","150 m2","Cambérène, Dakar, Sénégal"
"1707522326-2927","https://sn.coinafrique.com/categorie/villas?page=16","Vente villa - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-almadies-4263576","285","","","Almadies, Dakar, Sénégal"
"1707522352-2928","https://sn.coinafrique.com/categorie/villas?page=16","Vente Villa - Parcelles Assainies","https://sn.coinafrique.com/annonce/villas/vente-villa-parcelles-assainies-4265674","","","","Parcelle Assainies, Dakar, Sénégal"
"1707522356-2929","https://sn.coinafrique.com/categorie/villas?page=16","Location Villa R+2 - Almadies 2","https://sn.coinafrique.com/annonce/villas/location-villa-r2-almadies-2-4230654","10","9","","Rufisque, Sénégal"
"1707522373-2930","https://sn.coinafrique.com/categorie/villas?page=15","Vente villas R+2 6 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villas-r2-6-pieces-almadies-4266022","250","","","Almadies, Dakar, Sénégal"
"1707522377-2931","https://sn.coinafrique.com/categorie/villas?page=15","Location villa  - Diamaguene","https://sn.coinafrique.com/annonce/villas/location-villa-diamaguene-4266674","5","2","150 m2","Dakar, Sénégal"
"1707522381-2932","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 4 pièces - HLM 1","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-hlm-1-4228878","4","60","","HLM, Dakar, Sénégal"
"1707522385-2933","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 10 pièces - Cité Djily Mbaye","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-cite-djily-mbaye-4267438","10","8","440","Djily MBaye, Dakar, Sénégal"
"1707522389-2934","https://sn.coinafrique.com/categorie/villas?page=15","Location villa R+2 7 pièces - Mermoz","https://sn.coinafrique.com/annonce/villas/location-villa-r2-7-pieces-mermoz-4267464","8","5","222 m2","Dakar, Sénégal"
"1707522393-2935","https://sn.coinafrique.com/categorie/villas?page=15","Recherche - maison basse 4 pièces","https://sn.coinafrique.com/annonce/villas/recherche-maison-basse-4-pieces-4268389","3","2","","Medina, Dakar, Sénégal"
"1707522397-2936","https://sn.coinafrique.com/categorie/villas?page=15","Vente maison R+1 - Castor","https://sn.coinafrique.com/annonce/villas/vente-maison-r1-castor-4268505","12","6","470 m2","Dakar, Sénégal"
"1707522402-2937","https://sn.coinafrique.com/categorie/villas?page=15","Location villa R+1 6 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-r1-6-pieces-mamelles-4268826","6","5","250 m2","Dakar, Sénégal"
"1707522406-2938","https://sn.coinafrique.com/categorie/villas?page=15","Locatiin villa duplex R+1 -Zac mbao","https://sn.coinafrique.com/annonce/villas/locatiin-villa-duplex-r1-zac-mbao-4233091","5","4","","Rufisque, Sénégal"
"1707522410-2939","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa 8 piéces - Mamelles","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-mamelles-4231041","7","6","","Mamelles, Dakar, Sénégal"
"1707522413-2940","https://sn.coinafrique.com/categorie/villas?page=15","Vente villa R+2, 6 pièces - Sipres","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-6-pieces-sipres-4233983","6","6","150","Sipres, Dakar, Sénégal"
"1707522417-2941","https://sn.coinafrique.com/categorie/villas?page=15","Location villas 13 pièces - Point E","https://sn.coinafrique.com/annonce/villas/location-villas-13-pieces-point-e-4234209","13","12","12","Point E, Dakar, Sénégal"
"1707522420-2942","https://sn.coinafrique.com/categorie/villas?page=15","Location villas 7 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villas-7-pieces-mamelles-4270164","7","7","190","Mamelles, Dakar, Sénégal"
